,dimensions,cpu,gpu,weight,ram,storage,display,camera,wifi,usb,blue,battery,url,Unnamed: 0
626,75.9 x 164.4 x 9.1 mm,"4x 2.3 GHz ARM Cortex-A53, 4x 1.8 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 680 MHz",196 g,"2 GB, 3 GB, 1600 MHz","32 GB, 64 GB","6.53 in, IPS, 720 x 1600 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",5.0,"5000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/562353ee,
627,75.9 x 164.4 x 9.1 mm,"4x 2.3 GHz ARM Cortex-A53, 4x 1.8 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 680 MHz",196 g,"2 GB, 3 GB, 1600 MHz","32 GB, 64 GB","6.53 in, IPS, 720 x 1600 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",5.0,"5000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/562353ee,
628,75.99 x 160.97 x 8.7 mm,"4x 1.8 GHz Cortex-A73, 4x 1.6 GHz Cortex-A53 (Kryo 240),","Qualcomm Adreno 610, 600 MHz",180 g,"3 GB, 4 GB, 1866 MHz","32 GB, 64 GB","6.39 in, IPS, 720 x 1560 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, USB Type-C",4.2,"4000 mAh, Li-Ion",https://www.devicespecifications.com/en/model/a3275494,68.0
629,75.99 x 160.97 x 8.7 mm,"4x 2.0 GHz Cortex-A73, 4x 1.8 GHz Cortex-A53 (Kryo 260),","Qualcomm Adreno 610, 950 MHz",181 g,"4 GB, 6 GB, 1866 MHz","64 GB, 128 GB","6.39 in, IPS, 720 x 1560 pixels, 24 bit","8000 x 6000 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, USB Type-C",4.2,"4000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/bb0e552c,82.0
630,76 x 151 x 8.45 mm,"2x 2.1 GHz Cortex-A72, 4x 1.85 GHz Cortex-A53, 4x 1.4 GHz Cortex-A53","ARM Mali-T880 MP4, 780 MHz,",165 g,"4 GB, 800 MHz",64 GB,"5.5 in, IPS, 1080 x 1920 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, Micro USB",4.2,"4100 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/1b9543b5,
631,76 x 151 x 8.45 mm,"2x 2.1 GHz Cortex-A72, 4x 1.85 GHz Cortex-A53, 4x 1.4 GHz Cortex-A53","ARM Mali-T880 MP4, 780 MHz,",165 g,"4 GB, 800 MHz",64 GB,"5.5 in, IPS, 1080 x 1920 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, Micro USB",4.2,"4100 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/1b9543b5,
632,76 x 151 x 8.45 mm,"2x 2.1 GHz Cortex-A72, 4x 1.85 GHz Cortex-A53, 4x 1.4 GHz Cortex-A53","ARM Mali-T880 MP4, 780 MHz,",165 g,"4 GB, 800 MHz",64 GB,"5.5 in, IPS, 1080 x 1920 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, Micro USB",4.2,"4100 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/1b9543b5,
633,76 x 151 x 8.45 mm,"2x 2.1 GHz Cortex-A72, 4x 1.85 GHz Cortex-A53, 4x 1.4 GHz Cortex-A53","ARM Mali-T880 MP4, 780 MHz,",165 g,"4 GB, 800 MHz",64 GB,"5.5 in, IPS, 1080 x 1920 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, Micro USB",4.2,"4100 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/1b9543b5,
634,76 x 151 x 8.45 mm,"2x 2.1 GHz Cortex-A72, 4x 1.85 GHz Cortex-A53, 4x 1.4 GHz Cortex-A53","ARM Mali-T880 MP4, 780 MHz,",165 g,"4 GB, 800 MHz",64 GB,"5.5 in, IPS, 1080 x 1920 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, Micro USB",4.2,"4100 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/1b9543b5,
635,76 x 151 x 8.45 mm,"2x 2.1 GHz Cortex-A72, 4x 1.85 GHz Cortex-A53, 4x 1.4 GHz Cortex-A53","ARM Mali-T880 MP4, 780 MHz,",165 g,"4 GB, 800 MHz",64 GB,"5.5 in, IPS, 1080 x 1920 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, Micro USB",4.2,"4100 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/1b9543b5,
636,76 x 151 x 8.45 mm,"2x 2.1 GHz Cortex-A72, 4x 1.85 GHz Cortex-A53, 4x 1.4 GHz Cortex-A53","ARM Mali-T880 MP4, 780 MHz,",165 g,"4 GB, 800 MHz",64 GB,"5.5 in, IPS, 1080 x 1920 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, Micro USB",4.2,"4100 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/1b9543b5,
637,76 x 151 x 8.45 mm,"8x 2.0 GHz ARM Cortex-A53,","Qualcomm Adreno 506, 650 MHz",165 g,"2 GB, 3 GB, 4 GB, 933 MHz","32 GB, 64 GB","5.5 in, IPS, 1080 x 1920 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, Micro USB",4.1,"4100 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/846740df,
638,76 x 151 x 8.45 mm,"8x 2.0 GHz ARM Cortex-A53,","Qualcomm Adreno 506, 650 MHz",165 g,"2 GB, 3 GB, 4 GB, 933 MHz","32 GB, 64 GB","5.5 in, IPS, 1080 x 1920 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, Micro USB",4.1,"4100 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/846740df,
639,76 x 151 x 8.45 mm,"8x 2.0 GHz ARM Cortex-A53,","Qualcomm Adreno 506, 650 MHz",165 g,"2 GB, 3 GB, 4 GB, 933 MHz","32 GB, 64 GB","5.5 in, IPS, 1080 x 1920 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, Micro USB",4.1,"4100 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/846740df,
640,76 x 155.8 x 6.1 mm,"4x 2.45 GHz Cortex-A75, 4x 1.9 GHz Cortex-A55 (Kryo 280),","Qualcomm Adreno 540, 710 MHz",143 g,"4 GB, 6 GB, 1866 MHz",64 GB,"5.5 in, P-OLED, 1440 x 2560 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","3.1, USB Type-C",5.0,"2730 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/76ab44ae,
641,76 x 155.8 x 6.1 mm,"4x 2.45 GHz Cortex-A75, 4x 1.9 GHz Cortex-A55 (Kryo 280),","Qualcomm Adreno 540, 710 MHz",143 g,"4 GB, 6 GB, 1866 MHz",64 GB,"5.5 in, P-OLED, 1440 x 2560 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","3.1, USB Type-C",5.0,"2730 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/76ab44ae,
642,76 x 155.8 x 6.1 mm,"4x 2.45 GHz Cortex-A75, 4x 1.9 GHz Cortex-A55 (Kryo 280),","Qualcomm Adreno 540, 710 MHz",143 g,"6 GB, 1866 MHz",128 GB,"5.5 in, P-OLED, 1440 x 2560 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","3.1, USB Type-C",4.2,"2730 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/5ced468a,
643,76 x 155.8 x 6.1 mm,"4x 2.45 GHz Cortex-A75, 4x 1.9 GHz Cortex-A55 (Kryo 280),","Qualcomm Adreno 540, 710 MHz",143 g,"6 GB, 1866 MHz",128 GB,"5.5 in, P-OLED, 1440 x 2560 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","3.1, USB Type-C",4.2,"2730 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/5ced468a,
644,76 x 155.8 x 6.1 mm,"4x 2.45 GHz Cortex-A75, 4x 1.9 GHz Cortex-A55 (Kryo 280),","Qualcomm Adreno 540, 710 MHz",143 g,"6 GB, 1866 MHz",128 GB,"5.5 in, P-OLED, 1440 x 2560 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","3.1, USB Type-C",4.2,"2730 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/5ced468a,
645,76 x 155.8 x 6.1 mm,"4x 2.45 GHz Cortex-A75, 4x 1.9 GHz Cortex-A55 (Kryo 280),","Qualcomm Adreno 540, 710 MHz",143 g,"6 GB, 1866 MHz",128 GB,"5.5 in, P-OLED, 1440 x 2560 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","3.1, USB Type-C",4.2,"2730 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/5ced468a,
646,76 x 159.43 x 9.3 mm,"4x 1.8 GHz Cortex-A73, 4x 1.8 GHz Cortex-A53 (Kryo 250),","Qualcomm Adreno 506, 725 MHz",193 g,"3 GB, 4 GB, 933 MHz","32 GB, 64 GB","6.2 in, IPS, 720 x 1570 pixels, 24 bit","4096 x 3072 pixels, 3840 x 2160 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",4.2,"5000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/6a3d4f03,366.0
647,76 x 159.5 x 9.8 mm,"4x 2.0 GHz ARM Cortex-A53, 4x 1.65 GHz ARM Cortex-A53,","ARM Mali-G71 MP2, 700 MHz,",198 g,"4 GB, 6 GB, 1500 MHz","64 GB, 128 GB","6 in, IPS, 1080 x 2160 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",4.0,"6200 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/84f2476c,
648,76 x 163.6 x 7.7 mm,"2x 2.2 GHz Cortex-A76, 6x 1.8 GHz Cortex-A55 (Kryo 470),","Qualcomm Adreno 618, 610 MHz",179 g,"6 GB, 8 GB, 1866 MHz",128 GB,"6.7 in, Super AMOLED, 1080 x 2400 pixels, 24 bit","9280 x 6944 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"4500 mAh, Li-Ion",https://www.devicespecifications.com/en/model/801a52a8,424.0
649,76 x 164.2 x 8.55 mm,"2x 1.6 GHz ARM Cortex-A75, 6x 1.6 GHz ARM Cortex-A55,","ARM Mali-G57 MP1, 650 MHz,",190 g,"4 GB, 1600 MHz",128 GB,"6.52 in, IPS, 720 x 1600 pixels, 24 bit","8120 x 6180 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"5000 mAh, Li-Ion",https://www.devicespecifications.com/en/model/a54e5f28,574.0
650,76 x 164.2 x 8.55 mm,"2x 1.6 GHz ARM Cortex-A75, 6x 1.6 GHz ARM Cortex-A55,","ARM Mali-G57 MP1, 650 MHz,",190 g,"4 GB, 1600 MHz",128 GB,"6.52 in, IPS, 720 x 1600 pixels, 24 bit","8120 x 6180 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"5000 mAh, Li-Ion",https://www.devicespecifications.com/en/model/a54e5f28,575.0
651,76 x 165.6 x 7.99 mm,"2x 2.2 GHz ARM Cortex-A76, 6x 2.0 GHz ARM Cortex-A55,","ARM Mali-G57 MC2, 950 MHz,",193 g,"4 GB, 2133 MHz",128 GB,"6.72 in, IPS, 1080 x 2400 pixels, 24 bit","8120 x 6180 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.3,"5000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/6e715f1d,
652,76 x 165.6 x 7.99 mm,"2x 2.2 GHz ARM Cortex-A76, 6x 2.0 GHz ARM Cortex-A55,","ARM Mali-G57 MC2, 950 MHz,",193 g,"4 GB, 2133 MHz",128 GB,"6.72 in, IPS, 1080 x 2400 pixels, 24 bit","8120 x 6180 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.3,"5000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/6e715f1d,
653,76 x 166.9 x 8.8 mm,"2x 2.73 GHz Exynos M5 Lion, 2x 2.5 GHz Cortex-A76, 4x 2.0 GHz Cortex-A55","ARM Mali-G77 MP11, 800 MHz,",222 g,"12 GB, 16 GB, 2750 MHz","128 GB, 256 GB, 512 GB","6.92 in, Dynamic AMOLED 2X, 1440 x 3200 pixels, 24 bit","12000 x 9000 pixels, 7680 x 4320 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Wi-Fi 6 (ax), Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","3.2, USB Type-C",5.0,"5000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/c29352e7,504.0
654,76 x 166.9 x 8.8 mm,"2x 2.73 GHz Exynos M5 Lion, 2x 2.5 GHz Cortex-A76, 4x 2.0 GHz Cortex-A55","ARM Mali-G77 MP11, 800 MHz,",222 g,"12 GB, 16 GB, 2750 MHz","128 GB, 256 GB, 512 GB","6.92 in, Dynamic AMOLED 2X, 1440 x 3200 pixels, 24 bit","12000 x 9000 pixels, 7680 x 4320 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Wi-Fi 6 (ax), Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","3.2, USB Type-C",5.0,"5000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/c29352e7,505.0
655,76 x 166.9 x 8.8 mm,"2x 2.73 GHz Exynos M5 Lion, 2x 2.5 GHz Cortex-A76, 4x 2.0 GHz Cortex-A55","ARM Mali-G77 MP11, 800 MHz,",222 g,"12 GB, 16 GB, 2750 MHz","128 GB, 256 GB, 512 GB","6.92 in, Dynamic AMOLED 2X, 1440 x 3200 pixels, 24 bit","12000 x 9000 pixels, 7680 x 4320 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Wi-Fi 6 (ax), Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","3.2, USB Type-C",5.0,"5000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/c29352e7,506.0
656,76.1 x 153.2 x 7.6 mm,"4x 2.1 GHz ARM Cortex-A57, 4x 1.5 GHz ARM Cortex-A53,","ARM Mali-T760 MP8, 772 MHz,",171 g,"4 GB, 1552 MHz",32 GB,"5.7 in, Super AMOLED, 1440 x 2560 pixels, 24 bit","5312 x 2988 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.2,"3000 mAh, Li-Ion",https://www.devicespecifications.com/en/model/c0143988,
657,76.1 x 159.2 x 8.3 mm,"1x 2.84 GHz Cortex-A77, 3x 2.42 GHz Cortex-A77, 4x 1.8 GHz Cortex-A55 (Kryo 485)","Qualcomm Adreno 640, 585 MHz",183 g,"6 GB, 2133 MHz",128 GB,"6.4 in, OLED, 1440 x 3120 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi 6 (ax)","3.1, USB Type-C",5.0,"4000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/714f4f96,
658,76.1 x 163.7 x 8.7 mm,"4x 2.9 GHz Exynos M3 Meerkat, 4x 1.9 GHz ARM Cortex-A55,","ARM Mali-G72 MP18, 572 MHz,",199 g,"6 GB, 8 GB, 1794 MHz",128 GB,"6.7 in, Super AMOLED, 1080 x 2400 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.0,"4500 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/438452ae,453.0
659,76.1 x 163.7 x 8.7 mm,"4x 2.9 GHz Exynos M3 Meerkat, 4x 1.9 GHz ARM Cortex-A55,","ARM Mali-G72 MP18, 572 MHz,",199 g,"6 GB, 8 GB, 1794 MHz",128 GB,"6.7 in, Super AMOLED, 1080 x 2400 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.0,"4500 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/438452ae,454.0
660,76.1 x 163.7 x 8.7 mm,"4x 2.9 GHz Exynos M3 Meerkat, 4x 1.9 GHz ARM Cortex-A55,","ARM Mali-G72 MP18, 572 MHz,",199 g,"6 GB, 8 GB, 1794 MHz",128 GB,"6.7 in, Super AMOLED, 1080 x 2400 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.0,"4500 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/438452ae,467.0
661,76.1 x 163.7 x 8.7 mm,"4x 2.9 GHz Exynos M3 Meerkat, 4x 1.9 GHz ARM Cortex-A55,","ARM Mali-G72 MP18, 572 MHz,",199 g,"6 GB, 8 GB, 1794 MHz",128 GB,"6.7 in, Super AMOLED, 1080 x 2400 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.0,"4500 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/438452ae,468.0
662,76.1 x 164.2 x 8.15 mm,"4x 2.0 GHz ARM Cortex-A53, 4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 650 MHz",181 g,"3 GB, 1600 MHz",32 GB,"6.55 in, IPS, 720 x 1600 pixels, 24 bit","16 MP, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",5.0,"4000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/d4b852bf,298.0
663,76.1 x 164.2 x 8.15 mm,"4x 2.0 GHz ARM Cortex-A53, 4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 650 MHz",181 g,"3 GB, 1600 MHz",32 GB,"6.55 in, IPS, 720 x 1600 pixels, 24 bit","16 MP, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",5.0,"4000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/d4b852bf,299.0
664,76.1 x 166.1 x 9.9 mm,"2x 2.4 GHz Cortex-A77, 6x 1.8 GHz Cortex-A55 (Kryo 570),","Qualcomm Adreno 619, 800 MHz",212 g,"4 GB, 6 GB, 2133 MHz","64 GB, 128 GB","6.7 in, IPS, 1080 x 2400 pixels, 24 bit","8000 x 6000 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.1,"5000 mAh, Li-Ion",https://www.devicespecifications.com/en/model/9731556e,
665,76.13 x 159.81 x 8.13 mm,"4x 2.2 GHz ARM Cortex-A73, 4x 1.7 GHz ARM Cortex-A53,","ARM Mali-G51 MP4,",176 g,"4 GB, 1833 MHz",64 GB,"6.39 in, IPS, 720 x 1560 pixels, 24 bit","8000 x 6000 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Display","2.0, Micro USB",5.0,"4000 mAh, Li-Ion",https://www.devicespecifications.com/en/model/c4285317,
666,76.2 x 156.2 x 5.99 mm,"8x 2.2 GHz ARM Cortex-A53,","Qualcomm Adreno 506, 650 MHz",145 g,"3 GB, 4 GB, 933 MHz","32 GB, 64 GB","5.5 in, Super AMOLED, 1080 x 1920 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","3.1, USB Type-C",4.2,"3000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/9ebb439f,
667,76.2 x 156.2 x 5.99 mm,"8x 2.2 GHz ARM Cortex-A53,","Qualcomm Adreno 506, 650 MHz",145 g,"3 GB, 4 GB, 933 MHz","32 GB, 64 GB","5.5 in, Super AMOLED, 1080 x 1920 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","3.1, USB Type-C",4.2,"3000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/9ebb439f,
668,76.2 x 157.8 x 8.2 mm,"4x 2.5 GHz ARM Cortex-A53, 4x 1.6 GHz ARM Cortex-A53,","ARM Mali-T880 MP2, 1000 MHz,",195 g,"4 GB, 6 GB, 1600 MHz",64 GB,"6 in, IPS, 1080 x 2160 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, Micro USB",4.2,"4200 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/206545eb,
669,76.2 x 157.8 x 8.2 mm,"4x 2.5 GHz ARM Cortex-A53, 4x 1.6 GHz ARM Cortex-A53,","ARM Mali-T880 MP2, 1000 MHz,",195 g,"4 GB, 6 GB, 1600 MHz",64 GB,"6 in, IPS, 1080 x 2160 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, Micro USB",4.2,"4200 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/206545eb,
670,76.2 x 160 x 7.6 mm,"2x 2.0 GHz Cortex-A75, 6x 1.7 GHz Cortex-A55 (Kryo 360),","Qualcomm Adreno 615, 430 MHz",167 g,"4 GB, 1866 MHz",64 GB,"6 in, OLED, 1080 x 2160 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","3.1, USB Type-C",5.0,"3700 mAh, Li-Ion",https://www.devicespecifications.com/en/model/00b550a3,
671,76.2 x 160 x 7.6 mm,"2x 2.0 GHz Cortex-A75, 6x 1.7 GHz Cortex-A55 (Kryo 360),","Qualcomm Adreno 615, 430 MHz",167 g,"4 GB, 1866 MHz",64 GB,"6 in, OLED, 1080 x 2160 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","3.1, USB Type-C",5.0,"3700 mAh, Li-Ion",https://www.devicespecifications.com/en/model/00b550a3,
672,76.3 x 150.5 x 7.8 mm,"4x 1.3 GHz ARM Cortex-A7,","ARM Mali-400 MP1, 500 MHz,",172 g,"1 GB, 533 MHz",8 GB,"5.5 in, IPS, 720 x 1280 pixels, 24 bit","4160 x 3120 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.0,"2200 mAh, Li-Ion",https://www.devicespecifications.com/en/model/99c4432c,141.0
673,76.3 x 150.5 x 7.8 mm,"4x 1.3 GHz ARM Cortex-A7,","ARM Mali-400 MP1, 500 MHz,",172 g,"1 GB, 533 MHz",8 GB,"5.5 in, IPS, 720 x 1280 pixels, 24 bit","4160 x 3120 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.0,"2200 mAh, Li-Ion",https://www.devicespecifications.com/en/model/99c4432c,142.0
674,76.3 x 150.5 x 7.8 mm,"4x 1.3 GHz ARM Cortex-A7,","ARM Mali-400 MP1, 500 MHz,",172 g,"1 GB, 533 MHz",8 GB,"5.5 in, IPS, 720 x 1280 pixels, 24 bit","4160 x 3120 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.0,"2200 mAh, Li-Ion",https://www.devicespecifications.com/en/model/99c4432c,143.0
675,76.3 x 150.5 x 7.8 mm,"4x 1.3 GHz ARM Cortex-A7,","ARM Mali-400 MP1, 500 MHz,",172 g,"1 GB, 533 MHz",8 GB,"5.5 in, IPS, 720 x 1280 pixels, 24 bit","4160 x 3120 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.0,"2200 mAh, Li-Ion",https://www.devicespecifications.com/en/model/99c4432c,144.0
