,dimensions,cpu,gpu,weight,ram,storage,display,camera,wifi,usb,blue,battery,url
189,82.8 x 176.5 x 14.55 mm,"4x 2.0 GHz ARM Cortex-A76, 4x 2.0 GHz ARM Cortex-A55,","ARM Mali-G57 MC4, 750 MHz,",328 g,"8 GB, 2133 MHz",128 GB,"6.67 in, IPS, 1080 x 2400 pixels, 24 bit","9280 x 6944 pixels, 3840 x 2160 pixels, 25 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"5800 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/f4085508
190,164.8 x 79.2 x 18.15 mm,"4x 2.1 GHz ARM Cortex-A73, 4x 2.0 GHz ARM Cortex-A53,","ARM Mali-G72 MP3, 900 MHz,",364 g,"6 GB, 1800 MHz",64 GB,"5.7 in, IPS, 1080 x 2160 pixels, 24 bit","5312 x 3984 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",4.1,"10300 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/ed095214
191,164.8 x 79.2 x 18.15 mm,"4x 2.1 GHz ARM Cortex-A73, 4x 2.0 GHz ARM Cortex-A53,","ARM Mali-G72 MP3, 900 MHz,",364 g,"6 GB, 1800 MHz",64 GB,"5.7 in, IPS, 1080 x 2160 pixels, 24 bit","5312 x 3984 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",4.1,"10300 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/99cf5216
192,81 x 165.85 x 13.55 mm,"2x 2.2 GHz ARM Cortex-A75, 6x 2.0 GHz ARM Cortex-A55,","IMG 9XM-HP8 (PowerVR GM9446), 900 MHz",290 g,"4 GB, 1866 MHz",128 GB,"6.3 in, IPS, 1080 x 2340 pixels, 24 bit","8000 x 6000 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.0,"5500 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/2540533d
193,81 x 165.85 x 13.55 mm,"2x 2.2 GHz ARM Cortex-A75, 6x 2.0 GHz ARM Cortex-A55,","IMG 9XM-HP8 (PowerVR GM9446), 900 MHz",290 g,"4 GB, 1866 MHz",128 GB,"6.3 in, IPS, 1080 x 2340 pixels, 24 bit","8000 x 6000 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.0,"5500 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/2540533d
194,81.8 x 166 x 15 mm,"4x 2.0 GHz ARM Cortex-A73, 4x 2.0 GHz ARM Cortex-A53,","ARM Mali-G72 MP3, 800 MHz,",282 g,"6 GB, 1800 MHz",128 GB,"6.1 in, IPS, 720 x 1560 pixels, 24 bit","4608 x 3456 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",4.2,"5580 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/21ea564d
195,82 x 168.2 x 15 mm,"2x 2.2 GHz ARM Cortex-A75, 6x 2.0 GHz ARM Cortex-A55,","IMG 9XM-HP8 (PowerVR GM9446), 900 MHz",320 g,"8 GB, 1866 MHz",128 GB,"6.3 in, IPS, 1080 x 2340 pixels, 24 bit","9280 x 6944 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"6600 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/82bd53f4
196,82 x 168.2 x 15 mm,"2x 2.2 GHz ARM Cortex-A75, 6x 2.0 GHz ARM Cortex-A55,","IMG 9XM-HP8 (PowerVR GM9446), 900 MHz",320 g,"8 GB, 1866 MHz",128 GB,"6.3 in, IPS, 1080 x 2340 pixels, 24 bit","9280 x 6944 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"6600 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/ce28556d
197,82 x 168.2 x 15 mm,"2x 2.2 GHz ARM Cortex-A75, 6x 2.0 GHz ARM Cortex-A55,","IMG 9XM-HP8 (PowerVR GM9446), 900 MHz",320 g,"8 GB, 1866 MHz",128 GB,"6.3 in, IPS, 1080 x 2340 pixels, 24 bit","9280 x 6944 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"6600 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/ce28556d
198,83.4 x 175.2 x 18.8 mm,"2x 2.6 GHz ARM Cortex-A78, 6x 2.0 GHz ARM Cortex-A55,","ARM Mali-G68 MC4,",409 g,"12 GB, 2133 MHz",512 GB,"6.58 in, IPS, 1080 x 2408 pixels, 24 bit","12000 x 9000 pixels, 3840 x 2160 pixels, 20 fps","a, b, g, n, n 5GHz, ac, Wi-Fi 6 (ax), Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"9600 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/608d5e6f
199,83.4 x 175.2 x 18.8 mm,"2x 2.6 GHz ARM Cortex-A78, 6x 2.0 GHz ARM Cortex-A55,","ARM Mali-G68 MC4,",409 g,"12 GB, 2133 MHz",512 GB,"6.58 in, IPS, 1080 x 2408 pixels, 24 bit","12000 x 9000 pixels, 3840 x 2160 pixels, 20 fps","a, b, g, n, n 5GHz, ac, Wi-Fi 6 (ax), Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"9600 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/608d5e6f
200,77.5 x 158 x 13.85 mm,"4x 1.3 GHz ARM Cortex-A7,","ARM Mali-400 MP1, 500 MHz,",235 g,"2 GB, 533 MHz",32 GB,"5.5 in, IPS, 720 x 1440 pixels, 24 bit","3264 x 2448 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.0,"5000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/6d40516e
201,77.5 x 158 x 13.85 mm,"4x 1.8 GHz ARM Cortex-A53, 4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 600 MHz",235 g,"4 GB, 1600 MHz",64 GB,"5 in, IPS, 720 x 1440 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Wi-Fi Hotspot","2.0, Micro USB",5.0,"5000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/8b7a556c
202,77.5 x 158 x 13.85 mm,"4x 1.8 GHz ARM Cortex-A53, 4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 600 MHz",235 g,"4 GB, 1600 MHz",64 GB,"5 in, IPS, 720 x 1440 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Wi-Fi Hotspot","2.0, Micro USB",5.0,"5000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/8b7a556c
203,78.9 x 150 x 14.4 mm,"4x 2.0 GHz ARM Cortex-A53,","IMG PowerVR GE8300, 660 MHz",227 g,"4 GB, 1600 MHz",32 GB,"5 in, IPS, 720 x 1280 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, Micro USB",5.0,"4000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/42b75a06
204,78.9 x 150 x 14.6 mm,"4x 1.8 GHz ARM Cortex-A53,","IMG PowerVR GE8300, 550 MHz",234 g,"4 GB, 800 MHz",32 GB,"5 in, IPS, 720 x 1280 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Wi-Fi Hotspot","2.0, Micro USB",5.0,"4000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/779353ad
205,78.9 x 150 x 14.6 mm,"4x 1.8 GHz ARM Cortex-A53,","IMG PowerVR GE8300, 550 MHz",234 g,"4 GB, 800 MHz",32 GB,"5 in, IPS, 720 x 1280 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Wi-Fi Hotspot","2.0, Micro USB",5.0,"4000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/779353ad
206,79 x 160.3 x 13.8 mm,"4x 1.8 GHz ARM Cortex-A53, 4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 600 MHz",256 g,"4 GB, 1600 MHz",64 GB,"5.7 in, IPS, 720 x 1440 pixels, 24 bit","4096 x 3072 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.0,"5080 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/3207556b
207,50.2 x 118 x 13.5 mm,,,81 g,,,"2.4 in, TFT, 240 x 320 pixels, 18 bit",640 x 480 pixels,,"1.1, Micro USB",3.0,"1020 mAh, Li-Ion",https://www.devicespecifications.com/en/model/7247402e
208,75.04 x 164.65 x 7.55 mm,"2x 2.2 GHz ARM Cortex-A76, 6x 2.0 GHz ARM Cortex-A55,","ARM Mali-G57 MC2, 1000 MHz,",,"8 GB, 2133 MHz",256 GB,"6.78 in, AMOLED, 1080 x 2436 pixels, 30 bit","12000 x 9000 pixels, 2560 x 1440 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.2,"5000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/f7795ede
209,75.04 x 164.65 x 7.55 mm,"2x 2.2 GHz ARM Cortex-A76, 6x 2.0 GHz ARM Cortex-A55,","ARM Mali-G57 MC2, 1000 MHz,",,"8 GB, 2133 MHz",256 GB,"6.78 in, AMOLED, 1080 x 2436 pixels, 30 bit","12000 x 9000 pixels, 2560 x 1440 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.2,"5000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/f7795ede
210,76.3 x 150.5 x 7.8 mm,"4x 1.3 GHz ARM Cortex-A7,","ARM Mali-400 MP1, 500 MHz,",172 g,"1 GB, 533 MHz",8 GB,"5.5 in, IPS, 720 x 1280 pixels, 24 bit","4160 x 3120 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.0,"2200 mAh, Li-Ion",https://www.devicespecifications.com/en/model/99c4432c
211,76.3 x 150.5 x 7.8 mm,"4x 1.3 GHz ARM Cortex-A7,","ARM Mali-400 MP1, 500 MHz,",172 g,"1 GB, 533 MHz",8 GB,"5.5 in, IPS, 720 x 1280 pixels, 24 bit","4160 x 3120 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.0,"2200 mAh, Li-Ion",https://www.devicespecifications.com/en/model/99c4432c
212,78.36 x 169.2 x 10.5 mm,"4x 1.4 GHz ARM Cortex-A53,","ARM Mali-T820 MP1, 680 MHz,",,"2 GB, 666 MHz","32 GB, 64 GB","6.8 in, IPS, 720 x 1600 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, USB Type-C",4.2,"4000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/191f5a83
213,80 x 171 x 11.9 mm,"2x 2.2 GHz ARM Cortex-A78, 6x 2.0 GHz ARM Cortex-A55,",IMG BXM-8-256,268 g,"6 GB, 2133 MHz",128 GB,"6.58 in, IPS, 1080 x 2400 pixels, 24 bit","8190 x 6120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.1,"5000 mAh, Li-Ion",https://www.devicespecifications.com/en/model/89185c01
214,71 x 133 x 10.8 mm,"4x 1.5 GHz ARM Cortex-A53,","ARM Mali-T760 MP2, 650 MHz,",135 g,"1 GB, 800 MHz",8 GB,"4.7 in, IPS, 540 x 960 pixels, 24 bit","2592 x 1944 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.1,"2300 mAh, Li-Ion",https://www.devicespecifications.com/en/model/6f2832ba
215,75.85 x 155.2 x 10.3 mm,"4x 1.5 GHz ARM Cortex-A53, 4x 1.0 GHz ARM Cortex-A53,","ARM Mali-T860 MP2, 650 MHz,",210 g,"4 GB, 933 MHz",64 GB,"5.5 in, IPS, 1080 x 1920 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.0,"5050 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/7ae14488
216,75.85 x 155.2 x 10.3 mm,"4x 1.5 GHz ARM Cortex-A53, 4x 1.0 GHz ARM Cortex-A53,","ARM Mali-T860 MP2, 650 MHz,",210 g,"4 GB, 933 MHz",64 GB,"5.5 in, IPS, 1080 x 1920 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.0,"5050 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/7ae14488
217,76.9 x 160.8 x 10.5 mm,"4x 1.3 GHz ARM Cortex-A53,","IMG PowerVR GE8100, 450 MHz",180 g,"2 GB, 667 MHz",16 GB,"6.19 in, IPS, 720 x 1500 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, Micro USB",4.0,"4850 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/8fcf4bf3
218,260.11 x 164.71 x 7.95 mm,"2x 2.0 GHz ARM Cortex-A75, 6x 1.8 GHz ARM Cortex-A55,","ARM Mali-G52 MC1, 750 MHz",539 g,"8 GB, 1866 MHz",256 GB,"12 in, IPS, 2000 x 1200 pixels, 24 bit","4130 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"7680 mAh, Li-Ion",https://www.devicespecifications.com/en/model/80385f21
219,78.1 x 157.5 x 13.7 mm,"4x 1.8 GHz ARM Cortex-A53, 4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 600 MHz",261 g,"4 GB, 933 MHz",64 GB,"5.7 in, IPS, 720 x 1440 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, Micro USB",5.0,"5580 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/eb8a550e
220,78.1 x 157.5 x 13.7 mm,"4x 1.8 GHz ARM Cortex-A53, 4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 600 MHz",261 g,"4 GB, 933 MHz",64 GB,"5.7 in, IPS, 720 x 1440 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, Micro USB",5.0,"5580 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/eb8a550e
221,77.7 x 159.4 x 13.7 mm,"4x 1.8 GHz ARM Cortex-A53, 4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 600 MHz",275 g,"4 GB, 1600 MHz",128 GB,"5.7 in, IPS, 720 x 1440 pixels, 24 bit","4608 x 3456 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.0,"5580 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/a7885523
222,77.7 x 159.4 x 13.7 mm,"4x 1.8 GHz ARM Cortex-A53, 4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 600 MHz",275 g,"4 GB, 1600 MHz",128 GB,"5.7 in, IPS, 720 x 1440 pixels, 24 bit","4608 x 3456 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.0,"5580 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/a7885523
223,75.5 x 152.2 x 14 mm,"4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8100, 570 MHz",225 g,"3 GB, 667 MHz",32 GB,"5.5 in, IPS, 720 x 1440 pixels, 24 bit","3284 x 2448 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.0,"4400 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/917953c4
224,75.5 x 152.2 x 14 mm,"4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8100, 570 MHz",225 g,"3 GB, 667 MHz",32 GB,"5.5 in, IPS, 720 x 1440 pixels, 24 bit","3284 x 2448 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.0,"4400 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/917953c4
225,75.5 x 152.2 x 14 mm,"4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8100, 570 MHz",225 g,"3 GB, 667 MHz",16 GB,"5.5 in, IPS, 720 x 1440 pixels, 24 bit","3284 x 2448 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.0,"4400 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/c2495082
226,75.5 x 152.2 x 14 mm,"4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8100, 570 MHz",225 g,"3 GB, 667 MHz",16 GB,"5.5 in, IPS, 720 x 1440 pixels, 24 bit","3284 x 2448 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.0,"4400 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/c2495082
227,78.5 x 156.9 x 15.5 mm,"4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8100, 570 MHz",253 g,"2 GB, 667 MHz",16 GB,"5.5 in, IPS, 720 x 1440 pixels, 24 bit","3284 x 2448 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",4.1,"5580 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/ce354a45
228,80 x 159 x 15 mm,"4x 2.0 GHz ARM Cortex-A53,","IMG PowerVR GE8300, 660 MHz",268 g,"3 GB, 933 MHz",32 GB,"5.7 in, IPS, 720 x 1520 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",4.2,"5580 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/797351db
229,89.7 x 181 x 11.5 mm,"4x 2.0 GHz ARM Cortex-A53,","IMG PowerVR GE8300, 660 MHz",315 g,"3 GB, 933 MHz",16 GB,"6.88 in, IPS, 640 x 1352 pixels, 24 bit","3284 x 2448 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot","2.0, Micro USB",5.0,"5580 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/e637515c
230,78.2 x 159.6 x 12.8 mm,"4x 1.8 GHz ARM Cortex-A53, 4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 600 MHz",230 g,"3 GB, 933 MHz",32 GB,"5.7 in, IPS, 720 x 1440 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.0,"4380 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/073754df
231,78.2 x 159.6 x 12.8 mm,"4x 2.1 GHz ARM Cortex-A73, 4x 2.0 GHz ARM Cortex-A53,","ARM Mali-G72 MP3, 900 MHz,",230 g,"6 GB, 1800 MHz",128 GB,"5.7 in, IPS, 720 x 1440 pixels, 24 bit","4608 x 3456 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot","2.0, USB Type-C",4.2,"4380 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/c50953dc
232,81 x 162.2 x 14.8 mm,"4x 1.5 GHz ARM Cortex-A53, 4x 1.0 GHz ARM Cortex-A53,","ARM Mali-T860 MP2, 650 MHz,",275 g,"4 GB, 933 MHz",64 GB,"5.7 in, IPS, 1080 x 2160 pixels, 24 bit","4608 x 3456 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",4.1,"6580 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/1bef4bc3
233,81.4 x 164.45 x 15 mm,"4x 2.6 GHz ARM Cortex-A53, 4x 1.69 GHz ARM Cortex-A53,","ARM Mali-T880 MP2, 1000 MHz,",284 g,"4 GB, 1600 MHz",64 GB,"5.84 in, IPS, 1080 x 2280 pixels, 24 bit","4608 x 3456 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",4.2,"5580 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/5a8353be
234,79.2 x 156.2 x 13.2 mm,"4x 2.6 GHz ARM Cortex-A53, 4x 1.7 GHz ARM Cortex-A53,","ARM Mali-T880 MP2, 1000 MHz,",243 g,"6 GB, 1600 MHz",64 GB,"5 in, IPS, 1080 x 1920 pixels, 24 bit","4608 x 3456 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",4.1,"4180 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/7378438c
235,79.2 x 156.2 x 13.2 mm,"4x 2.6 GHz ARM Cortex-A53, 4x 1.7 GHz ARM Cortex-A53,","ARM Mali-T880 MP2, 1000 MHz,",243 g,"6 GB, 1600 MHz",64 GB,"5 in, IPS, 1080 x 1920 pixels, 24 bit","4608 x 3456 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",4.1,"4180 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/7378438c
236,80.2 x 171.28 x 19.45 mm,"4x 2.3 GHz ARM Cortex-A53, 4x 1.8 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 680 MHz",408 g,"4 GB, 1600 MHz",64 GB,"6.3 in, IPS, 1080 x 2340 pixels, 24 bit","4608 x 3456 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"13000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/d6fb51e3
237,81.8 x 165 x 18.7 mm,"4x 2.1 GHz ARM Cortex-A73, 4x 2.0 GHz ARM Cortex-A53,","ARM Mali-G72 MP3, 900 MHz,",365 g,"4 GB, 1800 MHz",64 GB,"5.7 in, IPS, 1080 x 2160 pixels, 24 bit","4608 x 3456 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",4.2,"10000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/29bc51ad
238,81.8 x 165 x 18.7 mm,"4x 2.1 GHz ARM Cortex-A73, 4x 2.0 GHz ARM Cortex-A53,","ARM Mali-G72 MP3, 900 MHz,",365 g,"4 GB, 1800 MHz",64 GB,"5.7 in, IPS, 1080 x 2160 pixels, 24 bit","4608 x 3456 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",4.2,"10000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/29bc51ad
239,81.8 x 165 x 18.7 mm,"4x 2.3 GHz ARM Cortex-A53, 4x 1.65 GHz ARM Cortex-A53,","ARM Mali-G71 MP2, 770 MHz,",365 g,"6 GB, 1500 MHz",128 GB,"5.7 in, IPS, 1080 x 2160 pixels, 24 bit","4608 x 3456 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",4.1,"10000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/2d094aa4
240,81.4 x 162.9 x 12.85 mm,"4x 2.1 GHz ARM Cortex-A73, 4x 2.0 GHz ARM Cortex-A53,","ARM Mali-G72 MP3, 900 MHz,",268 g,"6 GB, 1800 MHz",128 GB,"6.21 in, Super AMOLED, 1080 x 2248 pixels, 24 bit","4608 x 3456 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",4.2,"5580 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/45e45213
241,81.4 x 162.9 x 12.85 mm,"4x 2.1 GHz ARM Cortex-A73, 4x 2.0 GHz ARM Cortex-A53,","ARM Mali-G72 MP3, 900 MHz,",268 g,"6 GB, 1800 MHz",128 GB,"6.21 in, Super AMOLED, 1080 x 2248 pixels, 24 bit","4608 x 3456 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",4.2,"5580 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/45e45213
242,81.4 x 162.9 x 12.85 mm,"4x 2.1 GHz ARM Cortex-A73, 4x 2.0 GHz ARM Cortex-A53,","ARM Mali-G72 MP3, 900 MHz,",268 g,"6 GB, 1800 MHz",128 GB,"6.21 in, Super AMOLED, 1080 x 2248 pixels, 24 bit","4608 x 3456 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",4.2,"5580 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/45e45213
