dimensions,cpu,gpu,weight,ram,storage,display,camera,wifi,usb,blue,battery,url
,,,,,,,,,,,,nan
,,,,,,,,,,,,nan
,,,,,,,,,,,,nan
,,,,,,,,,,,,nan
76.8 x 164.8 x 14.5 mm,"4x 2.0 GHz ARM Cortex-A53, 4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 650 MHz",265 g,"4 GB, 1600 MHz",64 GB,"5.7 in, IPS, 720 x 1440 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot","2.0, USB Type-C",5.0,"6500 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/0c82557d
76.8 x 164.8 x 14.5 mm,"4x 2.0 GHz ARM Cortex-A53, 4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 650 MHz",265 g,"4 GB, 1600 MHz",64 GB,"5.7 in, IPS, 720 x 1440 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot","2.0, USB Type-C",5.0,"6500 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/0c82557d
76.8 x 164.8 x 14.5 mm,"4x 2.0 GHz ARM Cortex-A53, 4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 650 MHz",265 g,"4 GB, 1600 MHz",64 GB,"5.7 in, IPS, 720 x 1440 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot","2.0, USB Type-C",5.0,"6500 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/0c82557d
76.8 x 164.8 x 14.5 mm,"4x 2.0 GHz ARM Cortex-A53, 4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 650 MHz",265 g,"4 GB, 1600 MHz",64 GB,"5.7 in, IPS, 720 x 1440 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot","2.0, USB Type-C",5.0,"6500 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/0c82557d
76.8 x 164.8 x 14.5 mm,"4x 2.0 GHz ARM Cortex-A53, 4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 650 MHz",265 g,"4 GB, 1600 MHz",64 GB,"5.7 in, IPS, 720 x 1440 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot","2.0, USB Type-C",5.0,"6500 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/0c82557d
76.8 x 164.8 x 14.5 mm,"4x 2.0 GHz ARM Cortex-A53, 4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 650 MHz",265 g,"4 GB, 1600 MHz",64 GB,"5.7 in, IPS, 720 x 1440 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot","2.0, USB Type-C",5.0,"6500 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/0c82557d
76.8 x 164.8 x 14.5 mm,"4x 2.0 GHz ARM Cortex-A53, 4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 650 MHz",265 g,"4 GB, 1600 MHz",64 GB,"5.7 in, IPS, 720 x 1440 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot","2.0, USB Type-C",5.0,"6500 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/0c82557d
76.8 x 164.8 x 14.5 mm,"4x 2.0 GHz ARM Cortex-A53, 4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 650 MHz",265 g,"4 GB, 1600 MHz",64 GB,"5.7 in, IPS, 720 x 1440 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot","2.0, USB Type-C",5.0,"6500 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/0c82557d
76.8 x 164.8 x 14.5 mm,"4x 2.0 GHz ARM Cortex-A53, 4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 650 MHz",265 g,"4 GB, 1600 MHz",64 GB,"5.7 in, IPS, 720 x 1440 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot","2.0, USB Type-C",5.0,"6500 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/0c82557d
76.8 x 164.8 x 14.5 mm,"4x 2.0 GHz ARM Cortex-A53, 4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 650 MHz",265 g,"4 GB, 1600 MHz",64 GB,"5.7 in, IPS, 720 x 1440 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot","2.0, USB Type-C",5.0,"6500 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/0c82557d
76.8 x 164.8 x 14.5 mm,"4x 2.0 GHz ARM Cortex-A53, 4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 650 MHz",265 g,"4 GB, 1600 MHz",64 GB,"5.7 in, IPS, 720 x 1440 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot","2.0, USB Type-C",5.0,"6500 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/0c82557d
75.8 x 152.5 x 14.8 mm,"4x 1.3 GHz ARM Cortex-A53,","IMG PowerVR GE8100, 450 MHz",232 g,"2 GB, 667 MHz",16 GB,"5 in, IPS, 720 x 1280 pixels, 24 bit","3264 x 2448 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.0,"5000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/d4be5046
75.8 x 152.5 x 14.8 mm,"4x 1.3 GHz ARM Cortex-A53,","IMG PowerVR GE8100, 450 MHz",232 g,"2 GB, 667 MHz",16 GB,"5 in, IPS, 720 x 1280 pixels, 24 bit","3264 x 2448 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.0,"5000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/d4be5046
75.8 x 152.5 x 14.8 mm,"4x 1.3 GHz ARM Cortex-A53,","IMG PowerVR GE8100, 450 MHz",232 g,"2 GB, 667 MHz",16 GB,"5 in, IPS, 720 x 1280 pixels, 24 bit","3264 x 2448 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.0,"5000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/d4be5046
76.8 x 164.8 x 14.5 mm,"4x 2.0 GHz ARM Cortex-A53, 4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 650 MHz",265 g,"4 GB, 1600 MHz",64 GB,"5.7 in, IPS, 720 x 1440 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot","2.0, USB Type-C",5.0,"6500 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/0c82557d
76.8 x 164.8 x 14.5 mm,"4x 2.0 GHz ARM Cortex-A53, 4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 650 MHz",265 g,"4 GB, 1600 MHz",64 GB,"5.7 in, IPS, 720 x 1440 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot","2.0, USB Type-C",5.0,"6500 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/0c82557d
86 x 169 x 15.9 mm,"4x 2.3 GHz ARM Cortex-A53, 4x 1.8 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 680 MHz",330 g,"6 GB, 1600 MHz",128 GB,"5.5 in, IPS, 1080 x 1920 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",4.0,"9000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/158c54a9
74 x 144 x 10 mm,"4x 1.5 GHz ARM Cortex-A53,","ARM Mali-T720 MP2, 600 MHz,",178 g,"3 GB, 733 MHz",32 GB,"5 in, IPS, 720 x 1280 pixels, 24 bit","4160 x 3120 pixels, 1280 x 720 pixels, 30 fps","a, b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.0,"3000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/fe514a06
77.2 x 158.7 x 14.8 mm,"4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8100, 570 MHz",252 g,"2 GB, 667 MHz",16 GB,"5.7 in, IPS, 720 x 1440 pixels, 24 bit","3264 x 2448 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",4.0,"5000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/693e4d29
76.8 x 164.8 x 14.5 mm,"4x 2.0 GHz ARM Cortex-A53, 4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 650 MHz",265 g,"4 GB, 1600 MHz",64 GB,"5.7 in, IPS, 720 x 1440 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot","2.0, USB Type-C",5.0,"6500 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/0c82557d
76.8 x 164.8 x 14.5 mm,"4x 2.0 GHz ARM Cortex-A53, 4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 650 MHz",265 g,"4 GB, 1600 MHz",64 GB,"5.7 in, IPS, 720 x 1440 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot","2.0, USB Type-C",5.0,"6500 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/0c82557d
76.8 x 164.8 x 14.5 mm,"4x 2.0 GHz ARM Cortex-A53, 4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 650 MHz",265 g,"4 GB, 1600 MHz",64 GB,"5.7 in, IPS, 720 x 1440 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot","2.0, USB Type-C",5.0,"6500 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/0c82557d
76.8 x 164.8 x 14.5 mm,"4x 2.0 GHz ARM Cortex-A53, 4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 650 MHz",265 g,"4 GB, 1600 MHz",64 GB,"5.7 in, IPS, 720 x 1440 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot","2.0, USB Type-C",5.0,"6500 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/0c82557d
74.67 x 155.06 x 9.55 mm,"4x 2.0 GHz ARM Cortex-A53, 4x 1.65 GHz ARM Cortex-A53,","ARM Mali-G71 MP2, 700 MHz,",174 g,"4 GB, 1500 MHz",32 GB,"5.93 in, IPS, 1080 x 2160 pixels, 24 bit","4608 x 3456 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.2,"4000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/81405364
75.7 x 161 x 8.7 mm,"1x 2.96 GHz Cortex-A77, 3x 2.42 GHz Cortex-A77, 4x 1.8 GHz Cortex-A55 (Kryo 485)","Qualcomm Adreno 640, 675 MHz",199 g,"6 GB, 8 GB, 12 GB, 2133 MHz","64 GB, 128 GB, 256 GB","6.5 in, Super AMOLED, 1080 x 2400 pixels, 24 bit","9280 x 6944 pixels, 3840 x 2160 pixels, 60 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"4000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/f394523a
74.6 x 157.1 x 8.1 mm,"4x 2.0 GHz ARM Cortex-A73, 4x 2.0 GHz ARM Cortex-A53,","ARM Mali-G72 MP3, 800 MHz,",230 g,"6 GB, 1800 MHz",128 GB,"6.3 in, IPS, 1080 x 2340 pixels, 24 bit","3968 x 2976 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",4.2,"4000 mAh, Li-Ion",https://www.devicespecifications.com/en/model/dba951dd
81.5 x 167.5 x 10.5 mm,"4x 2.8 GHz Cortex-A75, 4x 1.8 GHz Cortex-A55 (Kryo 385),","Qualcomm Adreno 630, 710 MHz",216 g,"6 GB, 8 GB, 1866 MHz","64 GB, 128 GB","5.99 in, TFT, 1080 x 2160 pixels, 24 bit","4032 x 3024 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.0,"4100 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/0c0d5030
81.5 x 167.5 x 10.5 mm,"4x 2.8 GHz Cortex-A75, 4x 1.8 GHz Cortex-A55 (Kryo 385),","Qualcomm Adreno 630, 710 MHz",216 g,"6 GB, 8 GB, 1866 MHz","64 GB, 128 GB","5.99 in, TFT, 1080 x 2160 pixels, 24 bit","4032 x 3024 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.0,"4100 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/0c0d5030
81.5 x 167.5 x 10.5 mm,"4x 2.8 GHz Cortex-A75, 4x 1.8 GHz Cortex-A55 (Kryo 385),","Qualcomm Adreno 630, 710 MHz",216 g,"6 GB, 8 GB, 1866 MHz","64 GB, 128 GB","5.99 in, TFT, 1080 x 2160 pixels, 24 bit","4032 x 3024 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.0,"4100 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/0c0d5030
,"1x 2.84 GHz Cortex-A77, 3x 2.42 GHz Cortex-A77, 4x 1.8 GHz Cortex-A55 (Kryo 585)","Qualcomm Adreno 650, 587 MHz",,"6 GB, 8 GB, 12 GB, 2750 MHz","128 GB, 256 GB","6.44 in, Super AMOLED, 1080 x 2400 pixels, 24 bit","9280 x 6944 pixels, 3840 x 2160 pixels, 60 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"4200 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/e4cd5304
72.8 x 158.46 x 8.83 mm,"1x 2.84 GHz Cortex-A77, 3x 2.42 GHz Cortex-A77, 4x 1.8 GHz Cortex-A55 (Kryo 585)","Qualcomm Adreno 650, 587 MHz",192 g,"8 GB, 2750 MHz",256 GB,"6.56 in, AMOLED, 1080 x 2376 pixels, 24 bit","8160 x 6144 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.1,"4350 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/288e53f2
72.8 x 158.46 x 8.83 mm,"1x 2.84 GHz Cortex-A77, 3x 2.42 GHz Cortex-A77, 4x 1.8 GHz Cortex-A55 (Kryo 585)","Qualcomm Adreno 650, 587 MHz",192 g,"8 GB, 2750 MHz",256 GB,"6.56 in, AMOLED, 1080 x 2376 pixels, 24 bit","8160 x 6144 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.1,"4350 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/288e53f2
,"1x 2.84 GHz Cortex-A77, 3x 2.42 GHz Cortex-A77, 4x 1.8 GHz Cortex-A55 (Kryo 585)","Qualcomm Adreno 650, 587 MHz",,"6 GB, 8 GB, 12 GB, 2750 MHz","128 GB, 256 GB","6.44 in, Super AMOLED, 1080 x 2400 pixels, 24 bit","9280 x 6944 pixels, 3840 x 2160 pixels, 60 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"4200 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/e4cd5304
,"1x 2.84 GHz Cortex-A77, 3x 2.42 GHz Cortex-A77, 4x 1.8 GHz Cortex-A55 (Kryo 585)","Qualcomm Adreno 650, 587 MHz",,"6 GB, 8 GB, 12 GB, 2750 MHz","128 GB, 256 GB","6.44 in, Super AMOLED, 1080 x 2400 pixels, 24 bit","9280 x 6944 pixels, 3840 x 2160 pixels, 60 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"4200 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/e4cd5304
72.8 x 158.46 x 8.04 mm,"1x 2.4 GHz Cortex-A76, 1x 2.21 GHz Cortex-A76, 6x 1.8 GHz Cortex-A55 (Kryo 475)","Qualcomm Adreno 620, 625 MHz",181 g,"8 GB, 2133 MHz","128 GB, 256 GB","6.56 in, AMOLED, 1080 x 2376 pixels, 24 bit","8000 x 6000 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.1,"4315 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/95e053b2
70.8 x 151.9 x 9.35 mm,"4x 1.25 GHz ARM Cortex-A53,","ARM Mali-T720 MP2, 550 MHz,",,"2 GB, 640 MHz",16 GB,"5.5 in, IPS, 640 x 1280 pixels, 24 bit","4160 x 3120 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.0,"3300 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/377b4832
72.8 x 153.9 x 9.9 mm,"4x 1.3 GHz ARM Cortex-A7,","ARM Mali-400 MP1, 500 MHz,",150 g,"1 GB, 533 MHz",16 GB,"6.1 in, IPS, 600 x 1280 pixels, 24 bit","3264 x 2448 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.0,"3400 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/bb755095
72.8 x 153.9 x 9.9 mm,"4x 1.3 GHz ARM Cortex-A7,","ARM Mali-400 MP1, 500 MHz,",150 g,"1 GB, 533 MHz",16 GB,"6.1 in, IPS, 600 x 1280 pixels, 24 bit","3264 x 2448 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.0,"3400 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/bb755095
72.8 x 153.9 x 9.9 mm,"4x 1.3 GHz ARM Cortex-A7,","ARM Mali-400 MP1, 500 MHz,",150 g,"1 GB, 533 MHz",16 GB,"6.1 in, IPS, 600 x 1280 pixels, 24 bit","3264 x 2448 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.0,"3400 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/bb755095
72.8 x 153.9 x 9.9 mm,"4x 1.3 GHz ARM Cortex-A7,","ARM Mali-400 MP1, 500 MHz,",150 g,"1 GB, 533 MHz",16 GB,"6.1 in, IPS, 600 x 1280 pixels, 24 bit","3264 x 2448 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.0,"3400 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/bb755095
72.8 x 153.9 x 9.9 mm,"4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8100, 570 MHz",150 g,"3 GB, 667 MHz",16 GB,"6.1 in, IPS, 600 x 1280 pixels, 24 bit","3264 x 2448 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.0,"3400 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/b1ec5096
72.8 x 153.9 x 9.9 mm,"4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8100, 570 MHz",150 g,"3 GB, 667 MHz",16 GB,"6.1 in, IPS, 600 x 1280 pixels, 24 bit","3264 x 2448 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.0,"3400 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/b1ec5096
72.8 x 153.9 x 9.9 mm,"4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8100, 570 MHz",150 g,"3 GB, 667 MHz",16 GB,"6.1 in, IPS, 600 x 1280 pixels, 24 bit","3264 x 2448 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.0,"3400 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/b1ec5096
75.8 x 166.7 x 8.4 mm,"4x 1.8 GHz ARM Cortex-A53,","IMG PowerVR GE8300, 550 MHz",177 g,"4 GB, 1200 MHz",32 GB,"6.52 in, IPS, 720 x 1560 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Wi-Fi Hotspot","2.0, Micro USB",4.1,"4350 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/e0b1562a
75.8 x 166.7 x 8.4 mm,"4x 1.8 GHz ARM Cortex-A53,","IMG PowerVR GE8300, 550 MHz",177 g,"4 GB, 1200 MHz",32 GB,"6.52 in, IPS, 720 x 1560 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Wi-Fi Hotspot","2.0, Micro USB",4.1,"4350 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/e0b1562a
75.8 x 166.7 x 8.4 mm,"4x 1.8 GHz ARM Cortex-A53,","IMG PowerVR GE8300, 550 MHz",177 g,"4 GB, 1200 MHz",32 GB,"6.52 in, IPS, 720 x 1560 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Wi-Fi Hotspot","2.0, Micro USB",4.1,"4350 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/e0b1562a
76.4 x 154.8 x 9.4 mm,"4x 1.5 GHz ARM Cortex-A53, 4x 1.0 GHz ARM Cortex-A53,","ARM Mali-T860 MP2, 520 MHz,",167 g,"4 GB, 800 MHz",64 GB,"5.5 in, IPS, 1080 x 1920 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",4.1,"4000 mAh, Li-Ion",https://www.devicespecifications.com/en/model/befb4697
76.4 x 154.8 x 9.4 mm,"4x 1.5 GHz ARM Cortex-A53, 4x 1.0 GHz ARM Cortex-A53,","ARM Mali-T860 MP2, 520 MHz,",167 g,"4 GB, 800 MHz",64 GB,"5.5 in, IPS, 1080 x 1920 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",4.1,"4000 mAh, Li-Ion",https://www.devicespecifications.com/en/model/befb4697
76.4 x 154.8 x 9.4 mm,"4x 1.5 GHz ARM Cortex-A53, 4x 1.0 GHz ARM Cortex-A53,","ARM Mali-T860 MP2, 520 MHz,",167 g,"4 GB, 800 MHz",64 GB,"5.5 in, IPS, 1080 x 1920 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",4.1,"4000 mAh, Li-Ion",https://www.devicespecifications.com/en/model/befb4697
76.4 x 154.8 x 9.4 mm,"4x 1.5 GHz ARM Cortex-A53, 4x 1.0 GHz ARM Cortex-A53,","ARM Mali-T860 MP2, 520 MHz,",167 g,"4 GB, 800 MHz",64 GB,"5.5 in, IPS, 1080 x 1920 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",4.1,"4000 mAh, Li-Ion",https://www.devicespecifications.com/en/model/befb4697
76.4 x 154.8 x 9.4 mm,"4x 1.5 GHz ARM Cortex-A53, 4x 1.0 GHz ARM Cortex-A53,","ARM Mali-T860 MP2, 520 MHz,",167 g,"4 GB, 800 MHz",64 GB,"5.5 in, IPS, 1080 x 1920 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",4.1,"4000 mAh, Li-Ion",https://www.devicespecifications.com/en/model/befb4697
76.4 x 154.8 x 9.4 mm,"4x 1.5 GHz ARM Cortex-A53, 4x 1.0 GHz ARM Cortex-A53,","ARM Mali-T860 MP2, 520 MHz,",167 g,"4 GB, 800 MHz",64 GB,"5.5 in, IPS, 1080 x 1920 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",4.1,"4000 mAh, Li-Ion",https://www.devicespecifications.com/en/model/befb4697
76.4 x 154.8 x 9.4 mm,"4x 1.5 GHz ARM Cortex-A53, 4x 1.0 GHz ARM Cortex-A53,","ARM Mali-T860 MP2, 520 MHz,",167 g,"4 GB, 800 MHz",64 GB,"5.5 in, IPS, 1080 x 1920 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",4.1,"4000 mAh, Li-Ion",https://www.devicespecifications.com/en/model/befb4697
71.12 x 165.1 x 7.62 mm,"1x 2.84 GHz Cortex-A77, 3x 2.42 GHz Cortex-A77, 4x 1.8 GHz Cortex-A55 (Kryo 585)","Qualcomm Adreno 650, 587 MHz",181 g,"8 GB, 2750 MHz",256 GB,"6.5 in, OLED, 1644 x 3840 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","3.1, USB Type-C",5.1,"4000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/acea5301
