dimensions,cpu,gpu,weight,ram,storage,display,camera,wifi,usb,blue,battery
75.76 x 164.94 x 9.2 mm,"4x 2.3 GHz ARM Cortex-A53, 4x 1.8 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 680 MHz",200 g,"4 GB, 1600 MHz",64 GB,"6.5 in, IPS, 720 x 1600 pixels, 24 bit","4608 x 3456 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.2,"5000 mAh, Li-Ion"
75.76 x 164.94 x 9.2 mm,"4x 2.3 GHz ARM Cortex-A53, 4x 1.8 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 680 MHz",200 g,"4 GB, 1600 MHz",64 GB,"6.5 in, IPS, 720 x 1600 pixels, 24 bit","4608 x 3456 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.2,"5000 mAh, Li-Ion"
71.8 x 151.9 x 8.4 mm,"1x 2.84 GHz Cortex-A77, 3x 2.42 GHz Cortex-A77, 4x 1.8 GHz Cortex-A55 (Kryo 485)","Qualcomm Adreno 640, 585 MHz",167 g,"6 GB, 2133 MHz",128 GB,"6.1 in, OLED, 1440 x 3120 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 60 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","3.1, USB Type-C",5.0,"3500 mAh, Li-Polymer"
75.8 x 159.3 x 8.4 mm,"1x 2.84 GHz Cortex-A77, 3x 2.42 GHz Cortex-A77, 4x 1.8 GHz Cortex-A55 (Kryo 485)","Qualcomm Adreno 640, 585 MHz",192 g,"6 GB, 2133 MHz",128 GB,"6.4 in, OLED, 1080 x 2340 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"4000 mAh, Li-Polymer"
76.6 x 155.3 x 7.99 mm,"1x 2.84 GHz Cortex-A77, 3x 2.42 GHz Cortex-A77, 4x 1.8 GHz Cortex-A55 (Kryo 485)","Qualcomm Adreno 640, 585 MHz",181 g,"6 GB, 2133 MHz","64 GB, 128 GB","6.21 in, OLED, 1080 x 2248 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 60 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","3.1, USB Type-C",5.0,"3550 mAh, Li-Ion"
75.73 x 165.21 x 9.18 mm,"4x 2.0 GHz Cortex-A73, 4x 1.8 GHz Cortex-A53 (Kryo 260),","Qualcomm Adreno 610, 950 MHz",200 g,"4 GB, 1866 MHz",64 GB,"6.5 in, IPS, 720 x 1600 pixels, 24 bit","8000 x 6000 pixels, 1920 x 1080 pixels, 60 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"5000 mAh, Li-Ion"
78.1 x 169.98 x 9.69 mm,"2x 2.2 GHz Cortex-A76, 6x 1.8 GHz Cortex-A55 (Kryo 470),","Qualcomm Adreno 618, 700 MHz",223 g,"4 GB, 1866 MHz",128 GB,"6.8 in, IPS, 1080 x 2340 pixels, 24 bit","9280 x 6920 pixels, 1920 x 1080 pixels, 60 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"5000 mAh, Li-Ion"
70.5 x 143.4 x 6.8 mm,"4x 2.1 GHz ARM Cortex-A57, 4x 1.5 GHz ARM Cortex-A53,","ARM Mali-T760 MP8, 772 MHz,",138 g,"3 GB, 1552 MHz","32 GB, 64 GB, 128 GB","5.1 in, Super AMOLED, 1440 x 2560 pixels, 24 bit","5312 x 2988 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, ac, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.1,"2550 mAh, Li-Ion"
70.1 x 142.1 x 7 mm,"4x 2.1 GHz ARM Cortex-A57, 4x 1.5 GHz ARM Cortex-A53,","ARM Mali-T760 MP8, 772 MHz,",132 g,"3 GB, 1552 MHz","32 GB, 64 GB, 128 GB","5.1 in, Super AMOLED, 1440 x 2560 pixels, 24 bit","5312 x 2988 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.1,"2600 mAh, Li-Ion"
72.6 x 150.9 x 7.7 mm,"2x 2.15 GHz Kryo, 2x 1.6 GHz Kryo,","Qualcomm Adreno 530, 624 MHz",157 g,"4 GB, 1866 MHz","32 GB, 64 GB","5.5 in, Super AMOLED, 1440 x 2560 pixels, 24 bit","4032 x 3024 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.2,"3600 mAh, Li-Ion"
70.86 x 146.3 x 8.34 mm,"4x 1.95 GHz ARM Cortex-A53, 4x 1.45 GHz ARM Cortex-A53,","Qualcomm Adreno 505, 650 MHz",,"2 GB, 800 MHz",16 GB,"5.7 in, TFT, 720 x 1520 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.2,"3000 mAh, Li-Ion"
67.5 x 141.7 x 8.6 mm,"4x 1.3 GHz ARM Cortex-A53,","IMG PowerVR GE8100, 450 MHz",150 g,"1 GB, 667 MHz",16 GB,"5.3 in, PLS, 720 x 1480 pixels, 24 bit","3264 x 2448 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",5.0,"3000 mAh, Li-Ion"
75.9 x 164.2 x 9.1 mm,"8x 1.8 GHz ARM Cortex-A53,","Qualcomm Adreno 506, 600 MHz",196 g,"3 GB, 933 MHz",32 GB,"6.5 in, TFT, 720 x 1600 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, USB Type-C",4.2,"5000 mAh, Li-Ion"
75.8 x 156.9 x 7.8 mm,"4x 2.0 GHz ARM Cortex-A53, 4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 650 MHz",168 g,"2 GB, 3 GB, 933 MHz",32 GB,"6.2 in, TFT, 720 x 1520 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",5.0,"4000 mAh, Li-Polymer"
76.3 x 161.4 x 8 mm,"8x 1.8 GHz ARM Cortex-A53,","Qualcomm Adreno 506, 600 MHz",177 g,"2 GB, 3 GB, 933 MHz",32 GB,"6.4 in, TFT, 720 x 1560 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.0,"4000 mAh, Li-Ion"
75.8 x 164 x 8.9 mm,"4x 2.3 GHz ARM Cortex-A53, 4x 1.8 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 680 MHz",205 g,"3 GB, 4 GB, 6 GB, 1600 MHz","32 GB, 64 GB, 128 GB","6.5 in, TFT, 720 x 1600 pixels, 24 bit","8000 x 6000 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, USB Type-C",5.0,"5000 mAh, Li-Ion"
75.8 x 164 x 8.9 mm,"4x 2.3 GHz ARM Cortex-A53, 4x 1.8 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 680 MHz",205 g,"3 GB, 4 GB, 6 GB, 1600 MHz","32 GB, 64 GB, 128 GB","6.5 in, TFT, 720 x 1600 pixels, 24 bit","8000 x 6000 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, USB Type-C",5.0,"5000 mAh, Li-Ion"
70.9 x 141.5 x 9.1 mm,"8x 1.6 GHz ARM Cortex-A53,","ARM Mali-T830 MP1, 700 MHz,",142 g,"1 GB, 933 MHz","8 GB, 16 GB","5 in, IPS, 540 x 960 pixels, 24 bit","2592 x 1944 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.2,"2600 mAh, Li-Ion"
70.9 x 141.5 x 9.1 mm,"8x 1.6 GHz ARM Cortex-A53,","ARM Mali-T830 MP1, 700 MHz,",142 g,"1 GB, 933 MHz","8 GB, 16 GB","5 in, IPS, 540 x 960 pixels, 24 bit","2592 x 1944 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.2,"2600 mAh, Li-Ion"
69.7 x 147.4 x 8.4 mm,"2x 1.6 GHz ARM Cortex-A73, 6x 1.35 GHz ARM Cortex-A53,","ARM Mali-G71 MP2, 770 MHz,",141 g,"3 GB, 1866 MHz",32 GB,"5.8 in, PLS, 720 x 1560 pixels, 24 bit","4208 x 3120 pixels, 1920 x 1080 pixels, 60 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.0,"3000 mAh, Li-Polymer"
69.7 x 147.4 x 8.4 mm,"2x 1.6 GHz ARM Cortex-A73, 6x 1.35 GHz ARM Cortex-A53,","ARM Mali-G71 MP2, 770 MHz,",141 g,"3 GB, 1866 MHz",32 GB,"5.8 in, PLS, 720 x 1560 pixels, 24 bit","4208 x 3120 pixels, 1920 x 1080 pixels, 60 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.0,"3000 mAh, Li-Polymer"
77.5 x 163.3 x 8 mm,"8x 1.8 GHz ARM Cortex-A53,","Qualcomm Adreno 506, 600 MHz",183 g,"3 GB, 4 GB, 933 MHz","32 GB, 64 GB","6.5 in, TFT, 720 x 1560 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",4.2,"4000 mAh, Li-Polymer"
75.3 x 163.7 x 8.9 mm,"8x 2.0 GHz ARM Cortex-A55,","ARM Mali-G52 MP1,",192 g,"3 GB, 4 GB, 6 GB, 1866 MHz","32 GB, 64 GB","6.5 in, PLS, 720 x 1600 pixels, 24 bit","8000 x 6000 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"5000 mAh, Li-Polymer"
74.7 x 158.5 x 7.8 mm,"2x 1.8 GHz ARM Cortex-A73, 6x 1.6 GHz ARM Cortex-A53,","ARM Mali-G71 MP2, 770 MHz,",166 g,4 GB,"64 GB, 128 GB","6.4 in, Super AMOLED, 720 x 1560 pixels, 24 bit","5760 x 4320 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.0,"4000 mAh, Li-Ion"
74.7 x 158.5 x 7.8 mm,"2x 1.8 GHz ARM Cortex-A73, 6x 1.6 GHz ARM Cortex-A53,","ARM Mali-G71 MP2, 770 MHz,",166 g,4 GB,"64 GB, 128 GB","6.4 in, Super AMOLED, 720 x 1560 pixels, 24 bit","5760 x 4320 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.0,"4000 mAh, Li-Ion"
74.7 x 158.5 x 7.8 mm,"2x 1.8 GHz ARM Cortex-A73, 6x 1.6 GHz ARM Cortex-A53,","ARM Mali-G71 MP2, 770 MHz,",166 g,4 GB,"64 GB, 128 GB","6.4 in, Super AMOLED, 720 x 1560 pixels, 24 bit","5760 x 4320 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.0,"4000 mAh, Li-Ion"
74.7 x 158.5 x 7.8 mm,"2x 1.8 GHz ARM Cortex-A73, 6x 1.6 GHz ARM Cortex-A53,","ARM Mali-G71 MP2, 770 MHz,",166 g,4 GB,"64 GB, 128 GB","6.4 in, Super AMOLED, 720 x 1560 pixels, 24 bit","5760 x 4320 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.0,"4000 mAh, Li-Ion"
73.1 x 159.3 x 8.6 mm,"2x 2.0 GHz ARM Cortex-A75, 6x 1.7 GHz ARM Cortex-A55,","ARM Mali-G52 MP2, 820 MHz,",185 g,"4 GB, 6 GB, 1800 MHz","64 GB, 128 GB","6.4 in, Super AMOLED, 1080 x 2400 pixels, 24 bit","8000 x 6000 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.0,"5000 mAh, Li-Ion"
73.1 x 159.3 x 8.6 mm,"2x 2.0 GHz ARM Cortex-A75, 6x 1.7 GHz ARM Cortex-A55,","ARM Mali-G52 MP2, 820 MHz,",185 g,"4 GB, 6 GB, 1800 MHz","64 GB, 128 GB","6.4 in, Super AMOLED, 1080 x 2400 pixels, 24 bit","8000 x 6000 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.0,"5000 mAh, Li-Ion"
69.8 x 149.8 x 7.9 mm,"2x 2.0 GHz ARM Cortex-A75, 6x 1.7 GHz ARM Cortex-A55,","ARM Mali-G52 MP2, 820 MHz,",152 g,"4 GB, 1800 MHz",64 GB,"6.1 in, Super AMOLED, 1080 x 2400 pixels, 24 bit","8000 x 6000 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.0,"3500 mAh, Li-Polymer"
74.7 x 158.5 x 7.7 mm,"4x 2.3 GHz ARM Cortex-A73, 4x 1.7 GHz ARM Cortex-A53,","ARM Mali-G72 MP3,",166 g,"4 GB, 6 GB, 1600 MHz","64 GB, 128 GB","6.4 in, Super AMOLED, 1080 x 2340 pixels, 24 bit","5760 x 4312 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.0,"4000 mAh, Li-Ion"
74.7 x 158.5 x 7.7 mm,"4x 2.3 GHz ARM Cortex-A73, 4x 1.7 GHz ARM Cortex-A53,","ARM Mali-G72 MP3,",166 g,"4 GB, 6 GB, 1600 MHz","64 GB, 128 GB","6.4 in, Super AMOLED, 1080 x 2340 pixels, 24 bit","5760 x 4312 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.0,"4000 mAh, Li-Ion"
74.7 x 158.5 x 7.7 mm,"4x 2.3 GHz ARM Cortex-A73, 4x 1.7 GHz ARM Cortex-A53,","ARM Mali-G72 MP3,",166 g,"4 GB, 6 GB, 1600 MHz","64 GB, 128 GB","6.4 in, Super AMOLED, 1080 x 2340 pixels, 24 bit","5760 x 4312 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.0,"4000 mAh, Li-Ion"
74.5 x 158.5 x 7.7 mm,"4x 2.3 GHz ARM Cortex-A73, 4x 1.7 GHz ARM Cortex-A53,","ARM Mali-G72 MP3, 850 MHz,",169 g,"4 GB, 6 GB, 1600 MHz","64 GB, 128 GB","6.4 in, Super AMOLED, 1080 x 2340 pixels, 24 bit","8000 x 6000 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"4000 mAh, Li-Ion"
74.5 x 158.5 x 7.7 mm,"4x 2.3 GHz ARM Cortex-A73, 4x 1.7 GHz ARM Cortex-A53,","ARM Mali-G72 MP3, 850 MHz,",169 g,"4 GB, 6 GB, 1600 MHz","64 GB, 128 GB","6.4 in, Super AMOLED, 1080 x 2340 pixels, 24 bit","8000 x 6000 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"4000 mAh, Li-Ion"
74.5 x 158.5 x 7.7 mm,"4x 2.3 GHz ARM Cortex-A73, 4x 1.7 GHz ARM Cortex-A53,","ARM Mali-G72 MP3, 850 MHz,",169 g,"4 GB, 6 GB, 1600 MHz","64 GB, 128 GB","6.4 in, Super AMOLED, 1080 x 2340 pixels, 24 bit","8000 x 6000 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"4000 mAh, Li-Ion"
74.5 x 158.5 x 7.7 mm,"4x 2.3 GHz ARM Cortex-A73, 4x 1.7 GHz ARM Cortex-A53,","ARM Mali-G72 MP3, 850 MHz,",169 g,"4 GB, 6 GB, 1600 MHz","64 GB, 128 GB","6.4 in, Super AMOLED, 1080 x 2340 pixels, 24 bit","8000 x 6000 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"4000 mAh, Li-Ion"
72.1 x 143.4 x 8.9 mm,"4x 1.4 GHz ARM Cortex-A53,","ARM Mali-T720 MP1, 700 MHz,",154 g,"1 GB, 933 MHz",16 GB,"5 in, TFT, 540 x 960 pixels, 24 bit","3264 x 2448 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.2,"2600 mAh, Li-Ion"
72.1 x 143.4 x 8.9 mm,"4x 1.4 GHz ARM Cortex-A53,","ARM Mali-T720 MP1, 700 MHz,",154 g,"1 GB, 933 MHz",16 GB,"5 in, TFT, 540 x 960 pixels, 24 bit","3264 x 2448 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.2,"2600 mAh, Li-Ion"
73.6 x 158.5 x 7.9 mm,"4x 2.3 GHz ARM Cortex-A73, 4x 1.7 GHz ARM Cortex-A53,","ARM Mali-G72 MP3, 850 MHz,",172 g,"4 GB, 6 GB, 8 GB, 1600 MHz","64 GB, 128 GB","6.5 in, Super AMOLED, 1080 x 2400 pixels, 24 bit","8000 x 6000 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"4000 mAh, Li-Ion"
73.6 x 158.5 x 7.9 mm,"4x 2.3 GHz ARM Cortex-A73, 4x 1.7 GHz ARM Cortex-A53,","ARM Mali-G72 MP3, 850 MHz,",172 g,"4 GB, 6 GB, 8 GB, 1600 MHz","64 GB, 128 GB","6.5 in, Super AMOLED, 1080 x 2400 pixels, 24 bit","8000 x 6000 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"4000 mAh, Li-Ion"
73.6 x 158.5 x 7.9 mm,"4x 2.3 GHz ARM Cortex-A73, 4x 1.7 GHz ARM Cortex-A53,","ARM Mali-G72 MP3, 850 MHz,",172 g,"4 GB, 6 GB, 8 GB, 1600 MHz","64 GB, 128 GB","6.5 in, Super AMOLED, 1080 x 2400 pixels, 24 bit","8000 x 6000 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"4000 mAh, Li-Ion"
75.7 x 160.2 x 7.9 mm,"8x 1.8 GHz ARM Cortex-A53,","Qualcomm Adreno 506, 600 MHz",191 g,"3 GB, 4 GB, 933 MHz","32 GB, 64 GB","6 in, Super AMOLED, 1080 x 2220 pixels, 24 bit","4608 x 3456 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.2,"3500 mAh, Li-Ion"
75.7 x 160.2 x 7.9 mm,"8x 1.8 GHz ARM Cortex-A53,","Qualcomm Adreno 506, 600 MHz",191 g,"3 GB, 4 GB, 933 MHz","32 GB, 64 GB","6 in, Super AMOLED, 1080 x 2220 pixels, 24 bit","4608 x 3456 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.2,"3500 mAh, Li-Ion"
75.7 x 160.2 x 7.9 mm,"8x 1.8 GHz ARM Cortex-A53,","Qualcomm Adreno 506, 600 MHz",191 g,"3 GB, 4 GB, 933 MHz","32 GB, 64 GB","6 in, Super AMOLED, 1080 x 2220 pixels, 24 bit","4608 x 3456 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.2,"3500 mAh, Li-Ion"
76.8 x 159.8 x 7.5 mm,"2x 2.2 GHz ARM Cortex-A73, 6x 1.6 GHz ARM Cortex-A53,","ARM Mali-G71 MP2, 1100 MHz,",168 g,"4 GB, 6 GB, 1866 MHz","64 GB, 128 GB","6 in, Super AMOLED, 1080 x 2220 pixels, 24 bit","5664 x 4248 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",5.0,"3300 mAh, Li-Ion"
76.8 x 159.8 x 7.5 mm,"2x 2.2 GHz ARM Cortex-A73, 6x 1.6 GHz ARM Cortex-A53,","ARM Mali-G71 MP2, 1100 MHz,",168 g,"4 GB, 6 GB, 1866 MHz","64 GB, 128 GB","6 in, Super AMOLED, 1080 x 2220 pixels, 24 bit","5664 x 4248 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",5.0,"3300 mAh, Li-Ion"
76.7 x 164.3 x 7.9 mm,"2x 2.0 GHz Cortex-A76, 6x 1.7 GHz Cortex-A55 (Kryo 460),","Qualcomm Adreno 612, 845 MHz",183 g,"6 GB, 8 GB, 1866 MHz",128 GB,"6.7 in, Super AMOLED, 1080 x 2400 pixels, 24 bit","6528 x 4896 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.0,"4500 mAh, Li-Ion"
76.7 x 164.3 x 7.9 mm,"2x 2.0 GHz Cortex-A76, 6x 1.7 GHz Cortex-A55 (Kryo 460),","Qualcomm Adreno 612, 845 MHz",183 g,"6 GB, 8 GB, 1866 MHz",128 GB,"6.7 in, Super AMOLED, 1080 x 2400 pixels, 24 bit","6528 x 4896 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.0,"4500 mAh, Li-Ion"
76.7 x 164.3 x 7.9 mm,"2x 2.0 GHz Cortex-A76, 6x 1.7 GHz Cortex-A55 (Kryo 460),","Qualcomm Adreno 612, 845 MHz",183 g,"6 GB, 8 GB, 1866 MHz",128 GB,"6.7 in, Super AMOLED, 1080 x 2400 pixels, 24 bit","6528 x 4896 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.0,"4500 mAh, Li-Ion"
76.7 x 164.3 x 7.9 mm,"2x 2.0 GHz Cortex-A76, 6x 1.7 GHz Cortex-A55 (Kryo 460),","Qualcomm Adreno 612, 845 MHz",183 g,"6 GB, 8 GB, 1866 MHz",128 GB,"6.7 in, Super AMOLED, 1080 x 2400 pixels, 24 bit","6528 x 4896 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.0,"4500 mAh, Li-Ion"
76.7 x 164.3 x 7.9 mm,"2x 2.0 GHz Cortex-A76, 6x 1.7 GHz Cortex-A55 (Kryo 460),","Qualcomm Adreno 612, 845 MHz",183 g,"6 GB, 8 GB, 1866 MHz",128 GB,"6.7 in, Super AMOLED, 1080 x 2400 pixels, 24 bit","6528 x 4896 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.0,"4500 mAh, Li-Ion"
75.5 x 162.5 x 8.1 mm,"1x 2.4 GHz Cortex-A76, 1x 2.21 GHz Cortex-A76, 6x 1.8 GHz Cortex-A55 (Kryo 475)","Qualcomm Adreno 620, 625 MHz",185 g,"6 GB, 8 GB, 2133 MHz",128 GB,"6.7 in, Super AMOLED, 1080 x 2400 pixels, 24 bit","9280 x 6944 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"4500 mAh, Li-Ion"
76 x 163.6 x 7.7 mm,"2x 2.2 GHz Cortex-A76, 6x 1.8 GHz Cortex-A55 (Kryo 470),","Qualcomm Adreno 618, 610 MHz",179 g,"6 GB, 8 GB, 1866 MHz",128 GB,"6.7 in, Super AMOLED, 1080 x 2400 pixels, 24 bit","9280 x 6944 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"4500 mAh, Li-Ion"
70.6 x 149.2 x 8.4 mm,"2x 2.2 GHz ARM Cortex-A73, 6x 1.6 GHz ARM Cortex-A53,","ARM Mali-G71 MP2, 1100 MHz,",172 g,"4 GB, 1866 MHz","32 GB, 64 GB","5.6 in, Super AMOLED, 1080 x 2220 pixels, 24 bit","4608 x 3456 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.0,"3000 mAh, Li-Ion"
70.6 x 149.2 x 8.4 mm,"2x 2.2 GHz ARM Cortex-A73, 6x 1.6 GHz ARM Cortex-A53,","ARM Mali-G71 MP2, 1100 MHz,",172 g,"4 GB, 1866 MHz","32 GB, 64 GB","5.6 in, Super AMOLED, 1080 x 2220 pixels, 24 bit","4608 x 3456 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.0,"3000 mAh, Li-Ion"
