dimensions,cpu,gpu,weight,ram,storage,display,camera,wifi,usb,blue,battery
70.2 x 146.9 x 10.2 mm,"4x 1.3 GHz ARM Cortex-A53,","IMG PowerVR GE8100, 450 MHz",198 g,"2 GB, 667 MHz",16 GB,"5.5 in, IPS, 720 x 1440 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.0,"4000 mAh, Li-Polymer"
70.2 x 146.9 x 10.2 mm,"4x 1.3 GHz ARM Cortex-A53,","IMG PowerVR GE8100, 450 MHz",198 g,"2 GB, 667 MHz",16 GB,"5.5 in, IPS, 720 x 1440 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.0,"4000 mAh, Li-Polymer"
70.2 x 146.9 x 10.2 mm,"4x 1.3 GHz ARM Cortex-A53,","IMG PowerVR GE8100, 450 MHz",198 g,"2 GB, 667 MHz",16 GB,"5.5 in, IPS, 720 x 1440 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.0,"4000 mAh, Li-Polymer"
75.2 x 152.4 x 8.45 mm,"4x 1.95 GHz ARM Cortex-A72, 4x 1.4 GHz ARM Cortex-A53,","Qualcomm Adreno 510, 621 MHz",175 g,"6 GB, 933 MHz",64 GB,"5.5 in, IPS, 1080 x 1920 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",4.1,"4060 mAh, Li-Polymer"
75.2 x 152.4 x 8.45 mm,"4x 1.95 GHz ARM Cortex-A72, 4x 1.4 GHz ARM Cortex-A53,","Qualcomm Adreno 510, 621 MHz",175 g,"6 GB, 933 MHz",64 GB,"5.5 in, IPS, 1080 x 1920 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",4.1,"4060 mAh, Li-Polymer"
72.6 x 143.9 x 9.2 mm,"4x 1.3 GHz ARM Cortex-A53,","ARM Mali-T720 MP2, 550 MHz,",160 g,"2 GB, 640 MHz",16 GB,"5 in, IPS, 720 x 1280 pixels, 24 bit","3264 x 2448 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.0,"2000 mAh, Li-Polymer"
71.2 x 145.2 x 7.6 mm,"4x 1.3 GHz ARM Cortex-A53,","IMG PowerVR GE8100, 450 MHz",159 g,"2 GB, 667 MHz",16 GB,"5.5 in, TFT, 480 x 960 pixels, 24 bit","2592 x 1944 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.0,"2700 mAh, Li-Polymer"
71.2 x 145.2 x 7.6 mm,"4x 1.3 GHz ARM Cortex-A53,","IMG PowerVR GE8100, 450 MHz",159 g,"2 GB, 667 MHz",16 GB,"5.5 in, TFT, 480 x 960 pixels, 24 bit","2592 x 1944 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.0,"2700 mAh, Li-Polymer"
74.6 x 146.3 x 8.9 mm,"4x 2.45 GHz Krait 400,","Qualcomm Adreno 330, 578 MHz,",149 g,"2 GB, 3 GB, 933 MHz","16 GB, 32 GB","5.5 in, IPS+, 1440 x 2560 pixels, 24 bit","4160 x 3120 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.0,"3000 mAh, Li-Ion"
74.6 x 146.3 x 8.9 mm,"4x 2.45 GHz Krait 400,","Qualcomm Adreno 330, 578 MHz,",149 g,"2 GB, 3 GB, 933 MHz","16 GB, 32 GB","5.5 in, IPS+, 1440 x 2560 pixels, 24 bit","4160 x 3120 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.0,"3000 mAh, Li-Ion"
78 x 149.8 x 9.2 mm,"4x 2.0 GHz ARM Cortex-A57, 4x 1.5 GHz ARM Cortex-A53,","Qualcomm Adreno 430, 600 MHz",169 g,"3 GB, 1600 MHz","32 GB, 64 GB","5.4 in, AMOLED, 1440 x 2560 pixels, 24 bit","5344 x 4008 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.1,"3760 mAh, Li-Polymer"
78 x 149.8 x 9.2 mm,"4x 2.0 GHz ARM Cortex-A57, 4x 1.5 GHz ARM Cortex-A53,","Qualcomm Adreno 430, 600 MHz",169 g,"3 GB, 1600 MHz","32 GB, 64 GB","5.4 in, AMOLED, 1440 x 2560 pixels, 24 bit","5344 x 4008 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.1,"3760 mAh, Li-Polymer"
75 x 163.5 x 7.95 mm,"2x 1.8 GHz ARM Cortex-A75, 6x 1.8 GHz ARM Cortex-A55,","ARM Mali-G52 MC2, 614 MHz,",195 g,"8 GB, 1600 MHz","128 GB, 256 GB","6.52 in, IPS, 720 x 1600 pixels, 24 bit","24 MP, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"3900 mAh, Li-Polymer"
76.35 x 163.98 x 8.9 mm,"1x 3.3 GHz Cortex-X4, 5x 3.2 GHz Cortex-A720, 2x 2.3 GHz Cortex-A520","Qualcomm Adreno 750, 903 MHz",229 g,"16 GB, 24 GB, 4266 MHz","256 GB, 512 GB, 1024 GB","6.8 in, AMOLED, 1116 x 2480 pixels, 30 bit","8190 x 6120 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Wi-Fi 6 (ax), Wi-Fi 7 (be), Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","3.2, USB Type-C",5.3,"5500 mAh, Li-Polymer"
76.35 x 163.98 x 8.9 mm,"1x 3.3 GHz Cortex-X4, 5x 3.2 GHz Cortex-A720, 2x 2.3 GHz Cortex-A520","Qualcomm Adreno 750, 903 MHz",229 g,"16 GB, 24 GB, 4266 MHz","256 GB, 512 GB, 1024 GB","6.8 in, AMOLED, 1116 x 2480 pixels, 30 bit","8190 x 6120 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Wi-Fi 6 (ax), Wi-Fi 7 (be), Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","3.2, USB Type-C",5.3,"5500 mAh, Li-Polymer"
49.4 x 95 x 16.5 mm,"4x 1.8 GHz ARM Cortex-A53,","IMG PowerVR GE8300, 550 MHz",110 g,"4 GB, 1200 MHz",64 GB,"3 in, IPS, 480 x 854 pixels, 24 bit","4608 x 3456 pixels, 1920 x 1080 pixels, 10 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",4.1,"2000 mAh, Li-Ion"
74.53 x 163.5 x 8.99 mm,"2x 2.0 GHz ARM Cortex-A75, 6x 1.8 GHz ARM Cortex-A55,","ARM Mali-G52 2EEMC2, 1000 MHz,",197 g,"4 GB, 8 GB, 2133 MHz","128 GB, 256 GB","6.5 in, IPS, 720 x 1612 pixels, 24 bit","8120 x 6180 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"6000 mAh, Li-Ion"
74.53 x 163.5 x 8.99 mm,"2x 2.0 GHz ARM Cortex-A75, 6x 1.8 GHz ARM Cortex-A55,","ARM Mali-G52 2EEMC2, 1000 MHz,",197 g,"4 GB, 8 GB, 2133 MHz","128 GB, 256 GB","6.5 in, IPS, 720 x 1612 pixels, 24 bit","8120 x 6180 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"6000 mAh, Li-Ion"
50.2 x 118 x 13.5 mm,,,81 g,,,"2.4 in, TFT, 240 x 320 pixels, 18 bit",640 x 480 pixels,,"1.1, Micro USB",3.0,"1020 mAh, Li-Ion"
49.4 x 95 x 16.5 mm,"4x 1.8 GHz ARM Cortex-A53,","IMG PowerVR GE8300, 550 MHz",110 g,"4 GB, 1200 MHz",64 GB,"3 in, IPS, 480 x 854 pixels, 24 bit","4608 x 3456 pixels, 1920 x 1080 pixels, 10 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",4.1,"2000 mAh, Li-Ion"
49.4 x 95 x 16.5 mm,"4x 1.8 GHz ARM Cortex-A53,","IMG PowerVR GE8300, 550 MHz",110 g,"4 GB, 1200 MHz",64 GB,"3 in, IPS, 480 x 854 pixels, 24 bit","4608 x 3456 pixels, 1920 x 1080 pixels, 10 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",4.1,"2000 mAh, Li-Ion"
49.4 x 95 x 16.5 mm,"4x 1.8 GHz ARM Cortex-A53,","IMG PowerVR GE8300, 550 MHz",110 g,"4 GB, 1200 MHz",64 GB,"3 in, IPS, 480 x 854 pixels, 24 bit","4608 x 3456 pixels, 1920 x 1080 pixels, 10 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",4.1,"2000 mAh, Li-Ion"
73.06 x 155.6 x 8.6 mm,"4x 2.0 GHz ARM Cortex-A53, 4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 650 MHz",149 g,"2 GB, 4 GB, 933 MHz","32 GB, 64 GB","6.1 in, IPS, 720 x 1560 pixels, 24 bit","4208 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.2,"3000 mAh, Li-Polymer"
73.06 x 155.6 x 8.6 mm,"4x 2.0 GHz ARM Cortex-A53, 4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 650 MHz",149 g,"2 GB, 4 GB, 933 MHz","32 GB, 64 GB","6.1 in, IPS, 720 x 1560 pixels, 24 bit","4208 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.2,"3000 mAh, Li-Polymer"
73 x 155.6 x 8.5 mm,"4x 2.0 GHz ARM Cortex-A53, 4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 650 MHz",160 g,"2 GB, 933 MHz",32 GB,"6.1 in, IPS, 720 x 1560 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.2,"3000 mAh, Li-Polymer"
75.7 x 165.2 x 9.2 mm,"4x 1.8 GHz Cortex-A73, 4x 1.6 GHz Cortex-A53 (Kryo 240),","Qualcomm Adreno 610, 600 MHz",200 g,"4 GB, 1866 MHz",64 GB,"6.5 in, IPS, 720 x 1600 pixels, 24 bit","8000 x 6000 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",5.0,"5000 mAh, Li-Ion"
74.6 x 162.7 x 8 mm,"2x 2.2 GHz Cortex-A78, 6x 1.8 GHz Cortex-A55 (Kryo 660),","Qualcomm Adreno 619, 840 MHz",179 g,"8 GB, 2133 MHz",128 GB,"6.5 in, IPS, 720 x 1600 pixels, 24 bit","8120 x 6180 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.3,"5000 mAh, Li-Ion"
78.36 x 169.2 x 10.5 mm,"4x 1.4 GHz ARM Cortex-A53,","ARM Mali-T820 MP1, 680 MHz,",,"2 GB, 666 MHz","32 GB, 64 GB","6.8 in, IPS, 720 x 1600 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, USB Type-C",4.2,"4000 mAh, Li-Polymer"
90.5 x 131.4 x 9.3 mm,"4x 2.26 GHz Krait 400,","Qualcomm Adreno 330, 450 MHz,",205 g,"3 GB, 800 MHz",32 GB,"4.5 in, LCD, 1440 x 1440 pixels, 24 bit","4158 x 3118 pixels, 1920 x 1080 pixels, 60 fps","a, b, g, n, n 5GHz, ac, k, r, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.0,"3450 mAh, Li-Polymer"
74.96 x 163.82 x 8.29 mm,"4x 2.4 GHz Cortex-A73, 4x 1.9 GHz Cortex-A53 (Kryo 265),","Qualcomm Adreno 610, 1114 MHz",185 g,"4 GB, 2133 MHz",64 GB,"6.5 in, IPS, 720 x 1600 pixels, 24 bit","8120 x 6180 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.1,"5000 mAh, Li-Ion"
74.96 x 163.82 x 8.29 mm,"4x 2.4 GHz Cortex-A73, 4x 1.9 GHz Cortex-A53 (Kryo 265),","Qualcomm Adreno 610, 1114 MHz",185 g,"4 GB, 2133 MHz",64 GB,"6.5 in, IPS, 720 x 1600 pixels, 24 bit","8120 x 6180 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.1,"5000 mAh, Li-Ion"
50.2 x 118 x 13.5 mm,,,81 g,,,"2.4 in, TFT, 240 x 320 pixels, 18 bit",640 x 480 pixels,,"1.1, Micro USB",3.0,"1020 mAh, Li-Ion"
50.2 x 118 x 13.5 mm,,,81 g,,,"2.4 in, TFT, 240 x 320 pixels, 18 bit",640 x 480 pixels,,"1.1, Micro USB",3.0,"1020 mAh, Li-Ion"
50.2 x 118 x 13.5 mm,,,81 g,,,"2.4 in, TFT, 240 x 320 pixels, 18 bit",640 x 480 pixels,,"1.1, Micro USB",3.0,"1020 mAh, Li-Ion"
50.2 x 118 x 13.5 mm,,,81 g,,,"2.4 in, TFT, 240 x 320 pixels, 18 bit",640 x 480 pixels,,"1.1, Micro USB",3.0,"1020 mAh, Li-Ion"
50.2 x 118 x 13.5 mm,,,81 g,,,"2.4 in, TFT, 240 x 320 pixels, 18 bit",640 x 480 pixels,,"1.1, Micro USB",3.0,"1020 mAh, Li-Ion"
50.2 x 118 x 13.5 mm,,,81 g,,,"2.4 in, TFT, 240 x 320 pixels, 18 bit",640 x 480 pixels,,"1.1, Micro USB",3.0,"1020 mAh, Li-Ion"
50.2 x 118 x 13.5 mm,,,81 g,,,"2.4 in, TFT, 240 x 320 pixels, 18 bit",640 x 480 pixels,,"1.1, Micro USB",3.0,"1020 mAh, Li-Ion"
50.2 x 118 x 13.5 mm,,,81 g,,,"2.4 in, TFT, 240 x 320 pixels, 18 bit",640 x 480 pixels,,"1.1, Micro USB",3.0,"1020 mAh, Li-Ion"
50.2 x 118 x 13.5 mm,,,81 g,,,"2.4 in, TFT, 240 x 320 pixels, 18 bit",640 x 480 pixels,,"1.1, Micro USB",3.0,"1020 mAh, Li-Ion"
78.36 x 169.2 x 10.5 mm,"4x 1.4 GHz ARM Cortex-A53,","ARM Mali-T820 MP1, 680 MHz,",,"2 GB, 666 MHz","32 GB, 64 GB","6.8 in, IPS, 720 x 1600 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, USB Type-C",4.2,"4000 mAh, Li-Polymer"
78.36 x 169.2 x 10.5 mm,"4x 1.4 GHz ARM Cortex-A53,","ARM Mali-T820 MP1, 680 MHz,",,"2 GB, 666 MHz","32 GB, 64 GB","6.8 in, IPS, 720 x 1600 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, USB Type-C",4.2,"4000 mAh, Li-Polymer"
49.4 x 95 x 16.5 mm,"4x 1.8 GHz ARM Cortex-A53,","IMG PowerVR GE8300, 550 MHz",110 g,"4 GB, 1200 MHz",64 GB,"3 in, IPS, 480 x 854 pixels, 24 bit","4608 x 3456 pixels, 1920 x 1080 pixels, 10 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",4.1,"2000 mAh, Li-Ion"
49.4 x 95 x 16.5 mm,"4x 1.8 GHz ARM Cortex-A53,","IMG PowerVR GE8300, 550 MHz",110 g,"4 GB, 1200 MHz",64 GB,"3 in, IPS, 480 x 854 pixels, 24 bit","4608 x 3456 pixels, 1920 x 1080 pixels, 10 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",4.1,"2000 mAh, Li-Ion"
71.2 x 153.7 x 7.95 mm,"4x 1.3 GHz ARM Cortex-A53,","ARM Mali-T720 MP2, 550 MHz,",144 g,"3 GB, 640 MHz",32 GB,"5.5 in, IPS, 720 x 1280 pixels, 24 bit","4160 x 3120 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.0,"2500 mAh, Li-Ion"
49.4 x 95 x 16.5 mm,"4x 1.8 GHz ARM Cortex-A53,","IMG PowerVR GE8300, 550 MHz",110 g,"4 GB, 1200 MHz",64 GB,"3 in, IPS, 480 x 854 pixels, 24 bit","4608 x 3456 pixels, 1920 x 1080 pixels, 10 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",4.1,"2000 mAh, Li-Ion"
78.36 x 169.2 x 10.5 mm,"4x 1.4 GHz ARM Cortex-A53,","ARM Mali-T820 MP1, 680 MHz,",,"2 GB, 666 MHz","32 GB, 64 GB","6.8 in, IPS, 720 x 1600 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, USB Type-C",4.2,"4000 mAh, Li-Polymer"
50.2 x 118 x 13.5 mm,,,81 g,,,"2.4 in, TFT, 240 x 320 pixels, 18 bit",640 x 480 pixels,,"1.1, Micro USB",3.0,"1020 mAh, Li-Ion"
78.36 x 169.2 x 10.5 mm,"4x 1.4 GHz ARM Cortex-A53,","ARM Mali-T820 MP1, 680 MHz,",,"2 GB, 666 MHz","32 GB, 64 GB","6.8 in, IPS, 720 x 1600 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, USB Type-C",4.2,"4000 mAh, Li-Polymer"
50.2 x 118 x 13.5 mm,,,81 g,,,"2.4 in, TFT, 240 x 320 pixels, 18 bit",640 x 480 pixels,,"1.1, Micro USB",3.0,"1020 mAh, Li-Ion"
69 x 139.3 x 10.2 mm,"4x 1.3 GHz ARM Cortex-A7,","ARM Mali-T820 MP1, 600 MHz,",140 g,"1 GB, 533 MHz",8 GB,"4.95 in, TN, 480 x 960 pixels, 24 bit","3264 x 2448 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.2,"2200 mAh, Li-Ion"
74.3 x 160.3 x 7.96 mm,"1x 2.4 GHz Cortex-A76, 1x 2.21 GHz Cortex-A76, 6x 1.8 GHz Cortex-A55 (Kryo 475)","Qualcomm Adreno 620, 625 MHz",180 g,"8 GB, 2133 MHz",128 GB,"6.4 in, AMOLED, 1080 x 2400 pixels, 24 bit","8000 x 6000 pixels, 3830 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"4025 mAh, Li-Polymer"
74.4 x 165.2 x 9.5 mm,"1x 2.84 GHz Cortex-A77, 3x 2.42 GHz Cortex-A77, 4x 1.8 GHz Cortex-A55 (Kryo 585)","Qualcomm Adreno 650, 587 MHz",200 g,"12 GB, 2750 MHz",512 GB,"6.78 in, AMOLED, 1440 x 3168 pixels, 24 bit","8000 x 6000 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"4260 mAh, Li-Polymer"
71.9 x 148.9 x 7.9 mm,"2x 2.342 GHz Kryo, 2x 1.6 GHz Kryo,","Qualcomm Adreno 530, 653 MHz",163 g,"4 GB, 1866 MHz",128 GB,"5.7 in, IPS, 1440 x 2880 pixels, 24 bit","4160 x 3120 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","3.1, USB Type-C",4.2,"3300 mAh, Li-Polymer"
71.9 x 148.9 x 7.9 mm,"2x 2.342 GHz Kryo, 2x 1.6 GHz Kryo,","Qualcomm Adreno 530, 653 MHz",163 g,"4 GB, 1866 MHz",128 GB,"5.7 in, IPS, 1440 x 2880 pixels, 24 bit","4160 x 3120 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","3.1, USB Type-C",4.2,"3300 mAh, Li-Polymer"
71.9 x 148.9 x 7.9 mm,"2x 2.342 GHz Kryo, 2x 1.6 GHz Kryo,","Qualcomm Adreno 530, 653 MHz",163 g,"4 GB, 1866 MHz",128 GB,"5.7 in, IPS, 1440 x 2880 pixels, 24 bit","4160 x 3120 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","3.1, USB Type-C",4.2,"3300 mAh, Li-Polymer"
71.9 x 148.9 x 7.9 mm,"2x 2.342 GHz Kryo, 2x 1.6 GHz Kryo,","Qualcomm Adreno 530, 653 MHz",163 g,"4 GB, 1866 MHz","32 GB, 64 GB","5.7 in, IPS, 1440 x 2880 pixels, 24 bit","4160 x 3120 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","3.1, USB Type-C",4.2,"3300 mAh, Li-Polymer"
71.9 x 148.9 x 7.9 mm,"2x 2.342 GHz Kryo, 2x 1.6 GHz Kryo,","Qualcomm Adreno 530, 653 MHz",163 g,"4 GB, 1866 MHz","32 GB, 64 GB","5.7 in, IPS, 1440 x 2880 pixels, 24 bit","4160 x 3120 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","3.1, USB Type-C",4.2,"3300 mAh, Li-Polymer"
71.9 x 148.9 x 7.9 mm,"2x 2.342 GHz Kryo, 2x 1.6 GHz Kryo,","Qualcomm Adreno 530, 653 MHz",163 g,"4 GB, 1866 MHz","32 GB, 64 GB","5.7 in, IPS, 1440 x 2880 pixels, 24 bit","4160 x 3120 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","3.1, USB Type-C",4.2,"3300 mAh, Li-Polymer"
71.9 x 148.9 x 7.9 mm,"2x 2.342 GHz Kryo, 2x 1.6 GHz Kryo,","Qualcomm Adreno 530, 653 MHz",163 g,"4 GB, 1866 MHz",128 GB,"5.7 in, IPS, 1440 x 2880 pixels, 24 bit","4160 x 3120 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","3.1, USB Type-C",4.2,"3300 mAh, Li-Polymer"
71.9 x 148.9 x 7.9 mm,"2x 2.342 GHz Kryo, 2x 1.6 GHz Kryo,","Qualcomm Adreno 530, 653 MHz",163 g,"4 GB, 1866 MHz",128 GB,"5.7 in, IPS, 1440 x 2880 pixels, 24 bit","4160 x 3120 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","3.1, USB Type-C",4.2,"3300 mAh, Li-Polymer"
76 x 159.43 x 9.3 mm,"4x 1.8 GHz Cortex-A73, 4x 1.8 GHz Cortex-A53 (Kryo 250),","Qualcomm Adreno 506, 725 MHz",193 g,"3 GB, 4 GB, 933 MHz","32 GB, 64 GB","6.2 in, IPS, 720 x 1570 pixels, 24 bit","4096 x 3072 pixels, 3840 x 2160 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",4.2,"5000 mAh, Li-Polymer"
71.9 x 153.2 x 7.9 mm,"4x 2.8 GHz Cortex-A75, 4x 1.8 GHz Cortex-A55 (Kryo 385),","Qualcomm Adreno 630, 710 MHz",162 g,"6 GB, 1866 MHz",128 GB,"6.1 in, RGBW IPS, 1440 x 3120 pixels, 24 bit","4608 x 3456 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","3.1, USB Type-C",5.0,"3000 mAh, Li-Polymer"
71.9 x 153.2 x 7.9 mm,"4x 2.8 GHz Cortex-A75, 4x 1.8 GHz Cortex-A55 (Kryo 385),","Qualcomm Adreno 630, 710 MHz",162 g,"6 GB, 1866 MHz",128 GB,"6.1 in, RGBW IPS, 1440 x 3120 pixels, 24 bit","4608 x 3456 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","3.1, USB Type-C",5.0,"3000 mAh, Li-Polymer"
71.9 x 153.2 x 7.9 mm,"4x 2.8 GHz Cortex-A75, 4x 1.8 GHz Cortex-A55 (Kryo 385),","Qualcomm Adreno 630, 710 MHz",162 g,"6 GB, 1866 MHz",128 GB,"6.1 in, RGBW IPS, 1440 x 3120 pixels, 24 bit","4608 x 3456 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","3.1, USB Type-C",5.0,"3000 mAh, Li-Polymer"
71.9 x 153.2 x 7.9 mm,"4x 2.8 GHz Cortex-A75, 4x 1.8 GHz Cortex-A55 (Kryo 385),","Qualcomm Adreno 630, 710 MHz",162 g,"6 GB, 1866 MHz",128 GB,"6.1 in, RGBW IPS, 1440 x 3120 pixels, 24 bit","4608 x 3456 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","3.1, USB Type-C",5.0,"3000 mAh, Li-Polymer"
