,volume,cpu,gpu,weigth,storage,popularity,sellers_amount,screen_size,memory_size,battery_size,blue,price
599,120032.0,66.0,680.0,207.0,64.0,785,3,6.0,256.0,4000.0,5.0,13782.0
600,101429.0,148.0,585.0,192.0,128.0,740,6,,512.0,4500.0,5.0,56082.0
601,101429.0,148.0,585.0,192.0,128.0,926,9,6.57,128.0,4160.0,5.0,11104.0
602,106332.0,52.0,900.0,195.0,,1087,1,6.57,64.0,4160.0,5.0,12456.0
603,110502.0,49.0,750.0,202.0,,836,6,6.57,256.0,4160.0,5.1,12055.0
604,110502.0,49.0,750.0,202.0,,1026,1,6.67,256.0,4500.0,5.1,27999.0
605,110502.0,49.0,750.0,202.0,,1154,49,6.67,128.0,5000.0,5.1,12778.0
606,110502.0,49.0,750.0,202.0,,1191,47,6.67,128.0,5000.0,5.1,13236.0
607,111191.0,156.0,580.0,193.0,,1133,26,6.67,128.0,4820.0,5.3,9502.0
608,110637.0,66.0,680.0,205.0,,1037,5,6.67,64.0,4820.0,5.0,9039.0
609,110637.0,66.0,680.0,205.0,,1152,17,6.67,128.0,5000.0,5.0,15767.0
610,106141.0,7.0,550.0,177.0,32.0,1168,12,6.67,256.0,5000.0,4.1,16756.0
611,106141.0,7.0,550.0,177.0,32.0,393,1,6.44,64.0,5300.0,4.1,3989.0
612,106141.0,7.0,550.0,177.0,32.0,558,1,6.47,64.0,5260.0,4.1,8999.0
613,106141.0,8.0,660.0,,32.0,511,1,5.15,32.0,3000.0,5.0,4098.0
614,106141.0,8.0,660.0,,32.0,801,4,6.0,64.0,4200.0,5.0,2786.0
615,121250.0,24.0,650.0,210.0,64.0,559,4,6.0,64.0,4200.0,4.0,2865.0
616,121250.0,24.0,650.0,210.0,64.0,228,7,5.7,32.0,,4.0,2724.0
617,117614.0,44.0,504.0,202.0,,75,1,5.0,16.0,4000.0,5.0,2999.0
618,117614.0,44.0,504.0,202.0,,153,1,5.0,16.0,2800.0,5.0,2590.0
619,118015.0,46.0,430.0,170.0,64.0,183,1,6.0,32.0,5000.0,5.0,4090.0
620,108603.0,148.0,585.0,206.0,,203,1,5.7,16.0,4000.0,5.0,2590.0
621,113411.0,14.0,600.0,196.0,32.0,441,7,5.0,16.0,2800.0,4.2,2243.0
622,113549.0,66.0,680.0,196.0,32.0,431,2,5.2,32.0,3000.0,5.0,3569.0
623,113549.0,66.0,680.0,196.0,32.0,434,2,5.2,32.0,3000.0,5.0,3569.0
624,113549.0,66.0,680.0,196.0,,554,2,5.2,64.0,3000.0,5.0,3569.0
625,113549.0,66.0,680.0,196.0,,549,2,5.2,64.0,3000.0,5.0,3569.0
626,113549.0,66.0,680.0,196.0,,147,1,5.7,32.0,4000.0,5.0,3590.0
627,113549.0,66.0,680.0,196.0,,385,2,5.9,64.0,3200.0,5.0,6545.0
628,106419.0,46.0,600.0,180.0,,487,2,5.7,32.0,3000.0,4.2,3494.0
629,106419.0,57.0,950.0,181.0,,189,1,6.2,64.0,5000.0,4.2,5790.0
630,96972.0,174.0,780.0,165.0,64.0,236,1,6.2,64.0,5000.0,4.2,5790.0
631,96972.0,174.0,780.0,165.0,64.0,722,10,6.4,64.0,4000.0,4.2,5084.0
632,96972.0,174.0,780.0,165.0,64.0,720,10,6.4,64.0,4000.0,4.2,5084.0
633,96972.0,174.0,780.0,165.0,64.0,528,9,6.4,64.0,4000.0,4.2,5105.0
634,96972.0,174.0,780.0,165.0,64.0,539,9,6.4,64.0,4000.0,4.2,5105.0
635,96972.0,174.0,780.0,165.0,64.0,1041,12,6.3,64.0,4000.0,4.2,5573.0
636,96972.0,174.0,780.0,165.0,64.0,1149,3,6.4,128.0,5000.0,4.2,5432.0
637,96972.0,16.0,650.0,165.0,,47,1,5.5,32.0,3050.0,4.1,3490.0
638,96972.0,16.0,650.0,165.0,,7,1,5.2,16.0,2300.0,4.1,3490.0
639,96972.0,16.0,650.0,165.0,,638,2,5.4,32.0,3760.0,4.1,5294.0
640,72228.0,74.0,710.0,143.0,64.0,170,1,5.2,32.0,3000.0,5.0,5790.0
641,72228.0,74.0,710.0,143.0,64.0,174,1,5.5,32.0,2600.0,5.0,4990.0
642,72228.0,74.0,710.0,143.0,128.0,210,1,5.5,32.0,2600.0,4.2,4990.0
643,72228.0,74.0,710.0,143.0,128.0,223,1,5.5,32.0,2600.0,4.2,4990.0
644,72228.0,74.0,710.0,143.0,128.0,196,4,5.5,32.0,2600.0,4.2,3796.0
645,72228.0,74.0,710.0,143.0,128.0,808,2,5.5,64.0,2730.0,4.2,7094.0
646,112685.0,51.0,725.0,193.0,,703,1,5.5,64.0,2730.0,4.2,5999.0
647,118795.0,52.0,700.0,198.0,,46,2,5.5,64.0,3000.0,4.0,5244.0
648,95738.0,47.0,610.0,179.0,128.0,322,2,5.5,64.0,3000.0,5.0,5244.0
649,106697.0,30.0,650.0,190.0,128.0,374,2,6.01,64.0,3000.0,5.0,6590.0
650,106697.0,30.0,650.0,190.0,128.0,503,2,6.4,128.0,3600.0,5.0,11690.0
651,100558.0,52.0,950.0,193.0,128.0,508,2,6.4,128.0,3600.0,5.3,11690.0
652,100558.0,52.0,950.0,193.0,128.0,35,1,5.5,16.0,4500.0,5.3,2599.0
653,111622.0,218.0,800.0,222.0,,85,1,5.5,16.0,4500.0,5.0,2599.0
654,111622.0,218.0,800.0,222.0,,614,1,5.84,32.0,3360.0,5.0,2299.0
655,111622.0,218.0,800.0,222.0,,875,10,6.3,64.0,4350.0,5.0,2989.0
656,88604.0,50.0,772.0,171.0,32.0,959,24,6.3,128.0,4400.0,4.2,4722.0
657,100555.0,148.0,585.0,183.0,128.0,672,8,6.55,128.0,4500.0,5.0,3519.0
658,108380.0,88.0,572.0,199.0,128.0,675,8,6.55,128.0,4500.0,5.0,3519.0
659,108380.0,88.0,572.0,199.0,128.0,31,1,5.7,32.0,3000.0,5.0,5494.0
660,108380.0,88.0,572.0,199.0,128.0,463,2,1.77,0.032,800.0,5.0,652.0
661,108380.0,88.0,572.0,199.0,128.0,456,2,1.77,0.032,800.0,5.0,652.0
662,101839.0,48.0,650.0,181.0,32.0,340,1,5.3,32.0,3220.0,5.0,3895.0
663,101839.0,48.0,650.0,181.0,32.0,1096,25,6.44,256.0,4115.0,5.0,12985.0
664,125138.0,51.0,800.0,212.0,,1109,19,6.44,128.0,4115.0,5.1,12069.0
665,98912.0,59.0,,176.0,64.0,1194,28,6.49,128.0,4300.0,5.0,9795.0
666,71295.0,17.0,650.0,145.0,,965,28,6.52,64.0,5000.0,4.2,6112.0
667,71295.0,17.0,650.0,145.0,,962,4,6.5,128.0,4200.0,4.2,3491.0
668,98599.0,64.0,1000.0,195.0,64.0,576,1,6.5,128.0,4200.0,4.2,4494.0
669,98599.0,64.0,1000.0,195.0,64.0,28,17,6.1,32.0,3500.0,4.2,2999.0
670,92659.0,40.0,430.0,167.0,64.0,22,17,6.1,32.0,3500.0,5.0,2999.0
671,92659.0,40.0,430.0,167.0,64.0,312,33,5.5,16.0,2700.0,5.0,2125.0
672,89568.0,5.0,500.0,172.0,8.0,211,23,5.5,16.0,2700.0,4.0,2148.0
673,89568.0,5.0,500.0,172.0,8.0,175,23,5.5,16.0,2700.0,4.0,2148.0
674,89568.0,5.0,500.0,172.0,8.0,1167,34,6.2,64.0,4000.0,4.0,4430.0
675,89568.0,5.0,500.0,172.0,8.0,81,3,6.4,128.0,3750.0,4.0,9372.0
676,89568.0,5.0,500.0,172.0,8.0,220,1,5.5,64.0,3200.0,4.0,8619.0
677,89568.0,5.0,500.0,172.0,8.0,187,1,5.5,64.0,3200.0,4.0,8619.0
678,89568.0,5.0,500.0,172.0,8.0,839,1,6.34,128.0,3500.0,4.0,4697.0
679,98518.0,14.0,600.0,177.0,32.0,855,1,6.34,128.0,3500.0,5.0,4697.0
680,110833.0,14.0,600.0,197.0,,481,1,6.5,64.0,5000.0,4.2,7190.0
681,118802.0,47.0,610.0,213.0,128.0,1148,15,6.5,128.0,5000.0,5.0,7071.0
682,114981.0,7.0,550.0,193.0,32.0,531,3,6.5,128.0,4000.0,4.2,8261.0
683,109966.0,48.0,650.0,189.0,,135,1,6.2,64.0,4000.0,5.0,4550.0
684,111426.0,242.0,903.0,229.0,,512,1,6.2,64.0,5000.0,5.3,5290.0
685,111426.0,242.0,903.0,229.0,,382,1,6.3,128.0,3500.0,5.3,7590.0
686,111426.0,242.0,903.0,229.0,,881,2,6.3,128.0,3500.0,5.3,6643.0
687,111426.0,242.0,903.0,229.0,,480,1,5.9,64.0,3000.0,5.3,4490.0
688,98895.0,46.0,430.0,181.0,,759,1,6.4,128.0,4000.0,5.0,9790.0
689,98895.0,46.0,430.0,181.0,,569,1,6.4,128.0,4000.0,5.0,9790.0
690,98895.0,46.0,430.0,181.0,,641,18,6.21,128.0,3400.0,5.0,4681.0
691,98895.0,46.0,430.0,181.0,,994,4,6.59,128.0,4000.0,5.0,7199.0
692,98895.0,46.0,430.0,181.0,,914,23,6.3,128.0,4000.0,5.0,5802.0
693,98895.0,46.0,430.0,181.0,,825,11,6.21,64.0,3400.0,5.0,4262.0
694,98895.0,46.0,430.0,181.0,,1038,39,6.67,128.0,5000.0,5.0,5311.0
695,98895.0,46.0,430.0,181.0,,1076,18,6.59,64.0,4000.0,5.0,4989.0
696,98895.0,46.0,430.0,181.0,,500,1,6.3,64.0,3340.0,5.0,5380.0
697,98895.0,46.0,430.0,181.0,,495,11,6.3,64.0,4000.0,5.0,3320.0
698,98895.0,46.0,430.0,181.0,,993,17,6.1,128.0,3650.0,5.0,15464.0
699,111171.0,24.0,520.0,167.0,64.0,711,1,6.1,128.0,3650.0,4.1,14906.0
700,111171.0,24.0,520.0,167.0,64.0,856,3,6.15,128.0,3340.0,4.1,5821.0
701,111171.0,24.0,520.0,167.0,64.0,1000,17,6.15,256.0,3340.0,4.1,6257.0
702,111171.0,24.0,520.0,167.0,64.0,1056,14,6.47,128.0,4200.0,4.1,16997.0
703,111171.0,24.0,520.0,167.0,64.0,1079,19,6.47,128.0,4200.0,4.1,16798.0
704,111171.0,24.0,520.0,167.0,64.0,1089,1,6.47,256.0,4200.0,4.1,15560.0
705,111171.0,24.0,520.0,167.0,64.0,1057,18,6.47,256.0,4200.0,4.1,18484.0
706,108355.0,49.0,700.0,199.0,,1064,18,6.1,128.0,3800.0,5.0,17155.0
707,108355.0,49.0,700.0,199.0,,1075,9,6.58,256.0,4200.0,5.0,23465.0
708,108355.0,49.0,700.0,199.0,,417,10,6.58,512.0,4200.0,5.0,31656.0
709,108848.0,88.0,572.0,201.0,,407,10,6.58,512.0,4200.0,5.0,31656.0
710,108848.0,88.0,572.0,201.0,,1061,43,6.4,128.0,4000.0,5.0,6789.0
711,108848.0,88.0,572.0,201.0,,1134,54,6.39,64.0,4000.0,5.0,4243.0
712,108848.0,88.0,572.0,201.0,,301,1,5.5,16.0,4000.0,5.0,1699.0
713,108848.0,88.0,572.0,201.0,,326,1,5.5,16.0,4000.0,5.0,1699.0
714,108848.0,88.0,572.0,201.0,,391,1,5.5,16.0,4000.0,5.0,1799.0
715,108848.0,88.0,572.0,201.0,,241,1,5.2,16.0,2680.0,5.0,3487.0
716,117685.0,148.0,587.0,218.0,128.0,238,1,5.2,16.0,2680.0,5.1,3487.0
717,117685.0,148.0,587.0,218.0,128.0,794,25,5.5,16.0,2400.0,5.1,1631.0
718,102041.0,64.0,800.0,190.0,,468,39,5.7,16.0,3500.0,4.2,1810.0
719,80214.0,46.0,430.0,155.0,,864,11,6.0,32.0,5000.0,5.0,2236.0
720,109462.0,247.0,890.0,213.0,,520,4,5.0,128.0,2770.0,5.3,6838.0
721,109462.0,247.0,890.0,213.0,,718,9,5.0,128.0,2700.0,5.3,13014.0
722,113740.0,47.0,610.0,219.0,128.0,895,9,5.0,64.0,2700.0,5.0,6667.0
723,113740.0,47.0,610.0,219.0,128.0,1050,8,6.0,64.0,3520.0,5.0,12909.0
724,119131.0,,818.0,220.0,,713,1,5.5,128.0,2915.0,5.2,13500.0
725,119131.0,,818.0,220.0,,1077,14,5.5,64.0,2915.0,5.2,10274.0
726,95048.0,148.0,585.0,181.0,,1082,29,6.3,64.0,3430.0,5.0,11238.0
727,117350.0,66.0,680.0,210.0,64.0,588,2,5.0,32.0,2770.0,5.0,4729.0
728,95835.0,59.0,,175.0,128.0,867,26,5.6,64.0,3000.0,4.2,10071.0
729,110305.0,40.0,845.0,200.0,128.0,510,9,6.0,64.0,3700.0,5.0,11774.0
730,117741.0,154.0,675.0,215.0,256.0,1065,21,5.7,64.0,2800.0,5.0,17187.0
731,111686.0,64.0,800.0,190.0,128.0,734,6,6.3,128.0,3700.0,4.2,25548.0
732,106975.0,57.0,950.0,185.0,64.0,1019,4,6.3,64.0,3700.0,4.2,19369.0
733,114666.0,10.0,800.0,204.0,,1202,33,6.24,128.0,3885.0,5.0,15706.0
734,114666.0,10.0,800.0,204.0,,1223,37,5.81,128.0,3140.0,5.0,12106.0
735,114666.0,10.0,800.0,204.0,,1165,36,6.0,128.0,4080.0,5.0,21879.0
736,114666.0,10.0,800.0,256.0,,452,1,5.5,128.0,3450.0,5.0,5899.0
737,114666.0,10.0,800.0,256.0,,462,1,5.5,128.0,3450.0,5.0,5899.0
738,114666.0,10.0,800.0,256.0,,1150,1,6.67,128.0,4700.0,5.0,12999.0
739,114666.0,10.0,800.0,256.0,,1116,41,6.53,128.0,6000.0,5.0,5372.0
740,181540.0,48.0,650.0,,64.0,1217,34,6.53,64.0,6000.0,4.0,4708.0
741,181540.0,48.0,650.0,,64.0,1222,59,6.67,128.0,5160.0,4.0,7152.0
742,181540.0,48.0,650.0,,64.0,1211,57,6.67,64.0,5160.0,4.0,6488.0
743,181540.0,48.0,650.0,,64.0,946,16,6.18,128.0,4000.0,4.0,7231.0
744,108504.0,52.0,1000.0,,256.0,639,18,6.52,16.0,5000.0,5.2,2314.0
745,108504.0,52.0,1000.0,,256.0,572,23,6.3,64.0,6350.0,5.2,4204.0
746,111845.0,49.0,750.0,209.0,,171,12,6.3,64.0,6350.0,5.0,4335.0
747,111845.0,49.0,750.0,209.0,,416,16,6.3,64.0,6350.0,5.0,4211.0
748,95676.0,74.0,710.0,175.0,,406,16,6.3,64.0,6350.0,5.0,4211.0
749,95676.0,74.0,710.0,175.0,,244,1,6.3,64.0,4035.0,5.0,5957.0
750,95676.0,74.0,710.0,175.0,,13,1,5.5,64.0,4000.0,5.0,4099.0
751,95736.0,80.0,710.0,184.0,,655,51,2.4,0.032,2000.0,5.0,877.0
752,95736.0,80.0,710.0,184.0,,827,3,6.4,128.0,2510.0,5.0,22713.0
753,95736.0,80.0,710.0,184.0,,972,19,6.2,128.0,2510.0,5.0,22760.0
754,145761.0,64.0,647.0,248.0,128.0,973,5,6.59,128.0,6000.0,5.0,18618.0
755,99554.0,40.0,845.0,183.0,128.0,1140,7,6.59,128.0,6000.0,5.0,18993.0
756,99554.0,40.0,845.0,183.0,128.0,1002,5,6.59,256.0,6000.0,5.0,21964.0
757,99554.0,40.0,845.0,183.0,128.0,1088,11,6.59,512.0,6000.0,5.0,28384.0
758,99554.0,40.0,845.0,183.0,128.0,112,1,6.0,512.0,4000.0,5.0,17510.0
759,99554.0,40.0,845.0,183.0,128.0,121,1,6.0,512.0,4000.0,5.0,17510.0
760,92044.0,42.0,1100.0,168.0,,162,1,6.0,512.0,4000.0,5.0,17510.0
761,92044.0,42.0,1100.0,168.0,,1102,10,6.53,128.0,5020.0,5.0,5133.0
762,111960.0,242.0,903.0,225.0,1024.0,966,7,6.53,128.0,5020.0,5.3,5761.0
763,111960.0,242.0,903.0,225.0,1024.0,580,2,5.0,16.0,4100.0,5.3,2358.0
764,111960.0,242.0,903.0,225.0,1024.0,597,2,5.0,16.0,4100.0,5.3,2358.0
765,183521.0,48.0,650.0,265.0,64.0,1093,4,5.0,64.0,4100.0,5.0,2826.0
766,183521.0,48.0,650.0,265.0,64.0,850,4,5.0,64.0,4100.0,5.0,2826.0
767,183521.0,48.0,650.0,265.0,64.0,636,1,5.7,32.0,3300.0,5.0,2950.0
768,183521.0,48.0,650.0,265.0,64.0,743,4,5.7,32.0,3300.0,5.0,3882.0
769,183521.0,48.0,650.0,265.0,64.0,608,2,5.9,64.0,4000.0,5.0,3463.0
770,183521.0,48.0,650.0,265.0,64.0,859,4,5.9,64.0,4000.0,5.0,4265.0
771,183521.0,48.0,650.0,265.0,64.0,715,2,5.0,16.0,3080.0,5.0,2420.0
772,183521.0,48.0,650.0,265.0,64.0,141,2,5.0,32.0,3080.0,5.0,2400.0
773,183521.0,48.0,650.0,265.0,64.0,358,3,5.0,32.0,3080.0,5.0,2749.0
774,183521.0,48.0,650.0,265.0,64.0,366,3,5.0,32.0,3080.0,5.0,2749.0
775,183521.0,48.0,650.0,265.0,64.0,878,5,5.45,32.0,3000.0,5.0,2794.0
776,183521.0,48.0,650.0,265.0,64.0,758,5,5.45,32.0,3000.0,5.0,2794.0
777,183521.0,48.0,650.0,265.0,64.0,667,1,5.45,64.0,3000.0,5.0,3054.0
778,183521.0,48.0,650.0,265.0,64.0,343,2,5.45,64.0,3000.0,5.0,3193.0
779,183521.0,48.0,650.0,265.0,64.0,362,2,5.45,64.0,3000.0,5.0,3193.0
780,183521.0,48.0,650.0,265.0,64.0,760,5,5.45,64.0,3000.0,5.0,3480.0
781,183521.0,48.0,650.0,265.0,64.0,657,2,5.84,32.0,4000.0,5.0,3317.0
782,183521.0,48.0,650.0,265.0,64.0,733,3,5.84,64.0,4000.0,5.0,3627.0
783,183521.0,48.0,650.0,265.0,64.0,176,4,6.26,64.0,4000.0,5.0,3671.0
784,183521.0,48.0,650.0,265.0,64.0,212,4,6.26,64.0,4000.0,5.0,3671.0
785,119333.0,49.0,800.0,215.0,,435,1,5.45,16.0,4000.0,5.1,3248.0
786,119333.0,49.0,800.0,215.0,,999,6,5.45,32.0,4000.0,5.1,3468.0
787,114310.0,51.0,800.0,214.0,,1007,3,6.22,32.0,5000.0,5.1,3559.0
788,114310.0,51.0,800.0,214.0,,1188,31,6.22,64.0,5000.0,5.1,3840.0
789,114310.0,51.0,800.0,214.0,,866,1,6.22,32.0,5000.0,5.1,3219.0
790,114310.0,51.0,800.0,214.0,,1158,28,6.22,64.0,5000.0,5.1,3503.0
791,114310.0,51.0,800.0,215.0,,1151,69,6.53,32.0,5020.0,5.1,4047.0
792,114310.0,51.0,800.0,215.0,,654,11,6.53,32.0,5020.0,5.1,4099.0
793,114310.0,51.0,800.0,215.0,,367,8,6.53,128.0,5020.0,5.1,4960.0
794,114310.0,51.0,800.0,215.0,,359,8,6.53,128.0,5020.0,5.1,4960.0
795,114310.0,51.0,800.0,215.0,,263,3,6.53,128.0,5020.0,5.1,4822.0
796,114310.0,51.0,800.0,215.0,,275,3,6.53,128.0,5020.0,5.1,4822.0
797,114310.0,51.0,800.0,215.0,,615,14,6.53,128.0,5020.0,5.1,4861.0
798,117927.0,54.0,,206.0,128.0,748,14,6.53,128.0,5020.0,5.1,4846.0
799,117927.0,54.0,,206.0,128.0,1206,47,6.53,64.0,5020.0,5.1,4492.0
800,129837.0,5.0,450.0,180.0,16.0,976,8,6.53,64.0,5020.0,4.0,4316.0
801,110737.0,64.0,800.0,186.0,128.0,1015,13,6.53,128.0,5020.0,4.2,5179.0
802,110737.0,64.0,800.0,186.0,128.0,1142,62,6.53,32.0,5000.0,4.2,3163.0
803,109169.0,64.0,800.0,200.0,128.0,934,36,6.53,32.0,5000.0,4.2,3490.0
804,109169.0,64.0,800.0,200.0,128.0,1123,10,6.53,64.0,5000.0,4.2,3778.0
805,97597.0,64.0,647.0,183.0,128.0,863,29,6.53,32.0,5000.0,5.0,3484.0
806,110279.0,43.0,600.0,180.0,64.0,796,3,6.53,64.0,5000.0,4.2,4256.0
807,110279.0,70.0,1000.0,180.0,64.0,1107,10,6.53,128.0,6000.0,4.2,6064.0
808,114379.0,48.0,650.0,194.0,32.0,544,2,6.53,64.0,6000.0,5.0,5495.0
809,114379.0,66.0,680.0,194.0,,582,3,6.67,128.0,4500.0,5.0,8000.0
810,114379.0,66.0,680.0,194.0,,1138,16,6.67,128.0,4500.0,5.0,7725.0
811,114379.0,66.0,680.0,194.0,,699,7,6.67,256.0,4500.0,5.0,8577.0
812,114379.0,66.0,680.0,194.0,,963,1,6.67,128.0,4700.0,5.0,14108.0
813,114379.0,66.0,680.0,194.0,,669,1,5.5,32.0,4100.0,5.0,2819.0
814,114379.0,66.0,680.0,194.0,,255,1,5.5,64.0,4100.0,5.0,2931.0
815,114379.0,66.0,680.0,194.0,,267,1,5.5,64.0,4100.0,5.0,2931.0
816,114379.0,66.0,680.0,194.0,,945,4,5.5,32.0,4100.0,5.0,2675.0
817,114379.0,66.0,680.0,194.0,,1127,2,5.5,64.0,4100.0,5.0,2809.0
818,114379.0,66.0,680.0,194.0,,781,2,5.5,64.0,4100.0,5.0,2809.0
819,114379.0,66.0,680.0,194.0,,937,2,5.9,32.0,4000.0,5.0,3320.0
820,107878.0,64.0,800.0,175.0,128.0,717,4,5.9,32.0,4000.0,5.0,3671.0
821,107878.0,64.0,800.0,175.0,128.0,347,4,5.9,32.0,4000.0,5.0,3595.0
822,119551.0,5.0,550.0,195.0,32.0,1120,5,5.99,64.0,4000.0,4.0,3451.0
823,95020.0,6.0,600.0,165.0,16.0,514,1,6.26,32.0,4000.0,4.1,3599.0
824,95020.0,6.0,600.0,165.0,16.0,420,2,6.26,64.0,4000.0,4.1,5010.0
825,95020.0,6.0,600.0,165.0,16.0,392,2,6.26,64.0,4000.0,4.1,5010.0
826,95020.0,6.0,600.0,165.0,16.0,1068,3,6.3,64.0,4000.0,4.1,4323.0
827,181324.0,6.0,570.0,252.0,16.0,971,2,6.3,32.0,4000.0,4.0,4304.0
828,181324.0,6.0,570.0,254.0,32.0,912,8,6.3,128.0,4000.0,4.2,5261.0
829,111513.0,43.0,1000.0,199.0,128.0,1171,11,6.3,64.0,4000.0,5.0,4888.0
830,111513.0,43.0,1000.0,199.0,128.0,967,7,6.3,128.0,4000.0,5.0,5514.0
831,99001.0,204.0,754.0,196.0,,771,2,6.3,64.0,4000.0,5.0,5164.0
832,99001.0,204.0,754.0,196.0,,1125,31,6.53,128.0,4500.0,5.0,6811.0
833,110803.0,59.0,,206.0,128.0,1193,39,6.53,64.0,4500.0,4.2,6164.0
834,103052.0,161.0,670.0,208.0,,891,1,6.53,128.0,4500.0,5.0,6630.0
835,103052.0,161.0,670.0,208.0,,607,1,6.3,32.0,4000.0,5.0,6600.0
836,103052.0,161.0,670.0,208.0,,1141,1,6.3,64.0,4000.0,5.0,4899.0
837,103052.0,161.0,670.0,208.0,,465,2,6.53,64.0,5020.0,5.0,4834.0
838,113228.0,57.0,950.0,199.0,,1170,45,6.53,64.0,5020.0,5.1,5085.0
839,113228.0,57.0,950.0,199.0,,1200,49,6.53,128.0,5020.0,5.1,5648.0
840,120439.0,57.0,950.0,198.0,,646,5,6.53,128.0,5020.0,5.0,5210.0
841,120439.0,57.0,950.0,198.0,,757,2,6.67,64.0,5020.0,5.0,7014.0
842,111219.0,59.0,,196.0,64.0,1219,99,6.67,128.0,5020.0,4.2,7427.0
843,121466.0,40.0,820.0,,64.0,1201,102,6.67,64.0,5020.0,5.0,6820.0
844,121466.0,40.0,820.0,,64.0,1196,30,6.67,64.0,5020.0,5.0,5754.0
845,115039.0,43.0,600.0,190.0,128.0,1137,16,6.67,128.0,5020.0,5.0,6576.0
846,115039.0,43.0,600.0,190.0,128.0,763,6,6.53,128.0,5000.0,5.0,8442.0
847,169593.0,5.0,500.0,235.0,32.0,958,10,6.53,64.0,5000.0,4.0,7682.0
848,169593.0,43.0,600.0,235.0,64.0,991,57,6.43,128.0,4025.0,5.0,10221.0
849,169593.0,43.0,600.0,235.0,64.0,1020,54,6.5,256.0,4000.0,5.0,15361.0
850,101246.0,14.0,600.0,183.0,,751,11,6.4,256.0,3765.0,4.2,10341.0
851,109706.0,67.0,900.0,187.0,,1060,20,6.5,256.0,4000.0,4.2,12535.0
852,109706.0,67.0,900.0,187.0,,974,20,6.5,128.0,4000.0,4.2,8450.0
853,169679.0,43.0,600.0,275.0,128.0,349,9,6.57,128.0,4000.0,5.0,10974.0
854,169679.0,43.0,600.0,275.0,128.0,698,2,2.4,,15800.0,5.0,1382.0
855,114830.0,66.0,680.0,203.0,128.0,34,3,5.5,8.0,3000.0,5.0,1697.0
856,114830.0,66.0,680.0,203.0,128.0,84,3,5.5,8.0,3000.0,5.0,1697.0
857,177592.0,5.0,450.0,275.0,16.0,58,2,5.5,64.0,3500.0,4.0,3032.0
858,124240.0,,,,16.0,76,1,1.8,,1000.0,4.2,299.0
859,124240.0,,,,16.0,1,1,1.8,,1000.0,4.2,299.0
860,107496.0,48.0,600.0,169.0,,201,35,1.77,0.032,600.0,4.1,273.0
861,107496.0,48.0,600.0,169.0,,451,4,2.4,,800.0,4.1,499.0
862,165282.0,63.0,700.0,250.0,64.0,461,4,2.4,,800.0,5.0,499.0
863,112647.0,5.0,550.0,150.0,16.0,643,1,5.45,8.0,2000.0,4.2,1499.0
864,112647.0,5.0,550.0,150.0,16.0,591,12,4.7,16.0,4000.0,4.2,6718.0
865,149385.0,10.0,800.0,230.0,,924,20,5.5,32.0,4650.0,4.2,2939.0
866,131379.0,148.0,587.0,240.0,256.0,288,17,5.5,16.0,4650.0,5.1,2707.0
867,131379.0,161.0,670.0,240.0,512.0,300,17,5.5,16.0,4650.0,5.1,2707.0
868,131379.0,161.0,670.0,240.0,512.0,324,17,5.5,16.0,4650.0,5.1,2707.0
869,131379.0,161.0,670.0,240.0,512.0,552,10,5.45,64.0,4650.0,5.1,3590.0
870,168520.0,43.0,600.0,261.0,64.0,557,10,5.45,64.0,4650.0,5.0,3590.0
871,168520.0,43.0,600.0,261.0,64.0,631,12,5.5,32.0,4200.0,5.0,9148.0
872,94791.0,13.0,624.0,173.0,64.0,498,2,5.7,64.0,3000.0,4.2,3245.0
873,94791.0,13.0,624.0,173.0,64.0,727,2,6.2,64.0,3500.0,4.2,4183.0
874,128638.0,47.0,700.0,223.0,128.0,432,1,6.2,64.0,3500.0,5.0,3849.0
875,125684.0,57.0,625.0,215.0,256.0,586,5,6.2,64.0,3500.0,5.0,3957.0
876,103204.0,28.0,550.0,150.0,16.0,784,39,5.65,64.0,3100.0,4.1,13259.0
877,159753.0,43.0,600.0,230.0,32.0,647,8,5.5,64.0,5500.0,5.0,3527.0
878,159753.0,67.0,900.0,230.0,128.0,862,17,5.45,32.0,4000.0,4.2,2872.0
879,91565.0,80.0,710.0,182.0,,986,22,5.71,64.0,5180.0,5.0,4998.0
880,87252.0,62.0,546.0,177.0,,809,31,4.7,32.0,3800.0,4.2,10977.0
881,87252.0,62.0,546.0,177.0,,297,7,5.2,32.0,5580.0,4.2,3789.0
882,87252.0,62.0,546.0,177.0,,336,7,5.2,32.0,5580.0,4.2,3789.0
883,87252.0,62.0,546.0,177.0,,777,53,5.2,64.0,4500.0,4.2,25649.0
884,87252.0,62.0,546.0,177.0,,1051,21,5.7,128.0,4000.0,4.2,19229.0
885,87252.0,62.0,546.0,177.0,,848,36,5.9,128.0,6300.0,4.2,6680.0
886,87252.0,62.0,546.0,177.0,,1053,13,6.3,128.0,10000.0,4.2,6514.0
887,117825.0,5.0,500.0,202.0,8.0,476,6,6.18,128.0,5050.0,4.0,5612.0
888,174006.0,52.0,900.0,264.0,128.0,89,1,6.18,64.0,5050.0,5.0,5299.0
889,174006.0,52.0,900.0,264.0,128.0,39,1,6.18,64.0,5050.0,5.0,5299.0
890,174006.0,52.0,900.0,264.0,128.0,98,1,6.18,64.0,5050.0,5.0,5299.0
891,139214.0,5.0,680.0,,,68,6,6.18,64.0,5050.0,4.2,8071.0
